"","assigned_cluster"
"cond_B_cell38",2
"cond_B_cell39",2
"cond_B_cell40",2
"cond_B_cell41",2
"cond_B_cell42",2
"cond_B_cell43",2
"cond_B_cell44",2
"cond_B_cell45",2
"cond_B_cell46",2
"cond_B_cell47",2
"cond_B_cell48",2
"cond_B_cell49",2
"cond_B_cell50",2
"cond_B_cell51",2
"cond_C_cell1",3
"cond_C_cell2",3
"cond_C_cell3",3
"cond_C_cell4",3
"cond_C_cell5",3
"cond_C_cell6",3
"cond_C_cell7",3
"cond_C_cell8",3
"cond_C_cell9",3
"cond_C_cell10",3
"cond_C_cell11",3
"cond_C_cell12",3
"cond_C_cell13",3
"cond_C_cell14",3
"cond_C_cell15",3
"cond_C_cell16",3
"cond_C_cell17",3
"cond_C_cell18",3
"cond_C_cell19",3
"cond_C_cell20",3
"cond_C_cell21",3
"cond_C_cell22",3
"cond_C_cell23",3
"cond_C_cell24",3
"cond_C_cell25",3
"cond_C_cell26",3
"cond_C_cell27",3
"cond_C_cell28",3
"cond_C_cell29",3
"cond_C_cell30",3
"cond_C_cell31",3
"cond_C_cell32",3
"cond_C_cell33",3
"cond_D_cell1",4
"cond_D_cell2",4
"cond_D_cell3",4
"cond_D_cell4",4
"cond_D_cell5",4
"cond_D_cell6",4
"cond_D_cell7",4
"cond_D_cell8",4
"cond_D_cell9",4
"cond_D_cell10",4
"cond_D_cell11",4
"cond_D_cell12",4
"cond_D_cell13",4
"cond_D_cell14",4
"cond_D_cell15",4
"cond_D_cell16",4
"cond_D_cell17",4
"cond_D_cell18",4
"cond_D_cell19",4
"cond_D_cell20",4
"cond_D_cell21",4
"cond_D_cell22",4
"cond_D_cell23",4
"cond_D_cell24",4
"cond_D_cell25",4
"cond_D_cell26",4
"cond_D_cell27",4
"cond_D_cell28",4
"cond_D_cell29",4
"cond_D_cell30",4
"cond_D_cell31",4
"cond_D_cell32",4
"cond_D_cell33",4
"cond_D_cell34",4
"cond_D_cell35",4
"cond_D_cell36",4
"cond_D_cell37",4
"cond_D_cell38",4
"cond_D_cell39",4
"cond_D_cell40",4
"cond_D_cell41",4
"cond_D_cell42",4
"cond_D_cell43",4
"cond_D_cell44",4
"cond_D_cell45",4
"cond_D_cell46",4
"cond_D_cell47",4
"cond_D_cell48",4
"cond_D_cell49",4
"cond_D_cell50",4
"cond_D_cell51",4
"cond_D_cell52",4
"cond_D_cell53",4
"cond_D_cell54",4
"cond_D_cell55",4
"cond_D_cell56",4
"cond_D_cell57",4
"cond_D_cell58",4
"cond_D_cell59",4
"cond_D_cell60",4
"cond_D_cell61",4
"cond_D_cell62",4
"cond_D_cell63",4
"cond_D_cell64",4
"cond_D_cell65",4
"cond_D_cell66",4
"cond_D_cell67",4
"cond_D_cell68",4
"cond_D_cell69",4
"cond_D_cell70",4
"cond_D_cell71",4
"cond_D_cell72",4
"cond_D_cell73",4
"cond_D_cell74",4
"cond_D_cell75",4
"cond_D_cell76",4
"cond_D_cell77",4
"cond_D_cell78",4
"cond_D_cell79",4
"cond_D_cell80",4
"cond_D_cell81",4
"cond_D_cell82",4
"cond_D_cell83",4
"cond_D_cell84",4
"cond_D_cell85",4
"cond_D_cell86",4
"cond_E_cell1",5
"cond_E_cell2",5
"cond_E_cell3",5
"cond_E_cell4",5
"cond_E_cell5",5
"cond_E_cell6",5
"cond_E_cell7",5
"cond_E_cell8",5
"cond_E_cell9",5
"cond_E_cell10",5
"cond_E_cell11",5
"cond_E_cell12",5
"cond_E_cell13",5
"cond_E_cell14",5
"cond_E_cell15",5
"cond_E_cell16",5
"cond_E_cell17",5
"cond_E_cell18",5
"cond_E_cell19",5
"cond_E_cell20",5
"cond_E_cell21",5
"cond_E_cell22",5
"cond_E_cell23",5
"cond_E_cell24",5
"cond_E_cell25",5
"cond_E_cell26",5
"cond_E_cell27",5
"cond_E_cell28",5
"cond_E_cell29",5
"cond_E_cell30",5
"cond_E_cell31",5
"cond_E_cell32",5
"cond_E_cell33",5
"cond_E_cell34",5
"cond_E_cell35",5
"cond_E_cell36",5
"cond_E_cell37",5
"cond_E_cell38",5
"cond_E_cell39",5
"cond_E_cell40",5
"cond_E_cell41",5
"cond_E_cell42",5
"cond_E_cell43",5
"cond_E_cell44",5
"cond_E_cell45",5
"cond_E_cell46",5
"cond_E_cell47",5
"cond_E_cell48",5
"cond_E_cell49",5
"cond_E_cell50",5
"cond_E_cell51",5
"cond_E_cell52",5
"cond_E_cell53",5
"cond_E_cell54",5
"cond_E_cell55",5
"cond_E_cell56",5
"cond_E_cell57",5
"cond_E_cell58",5
"cond_E_cell59",5
"cond_E_cell60",5
"cond_E_cell61",5
"cond_E_cell62",5
"cond_E_cell63",5
"cond_E_cell64",5
"cond_E_cell65",5
"cond_E_cell66",5
"cond_E_cell67",5
"cond_E_cell68",5
"cond_E_cell69",5
"cond_F_cell1",6
"cond_F_cell2",6
"cond_F_cell3",6
"cond_F_cell4",6
"cond_F_cell5",6
"cond_F_cell6",6
"cond_F_cell7",6
"cond_F_cell8",6
"cond_F_cell9",6
"cond_F_cell10",6
"cond_F_cell11",6
"cond_F_cell12",6
"cond_F_cell13",6
"cond_F_cell14",6
"cond_F_cell15",6
"cond_F_cell16",6
"cond_F_cell17",6
"cond_F_cell18",6
"cond_F_cell19",6
"cond_F_cell20",6
"cond_F_cell21",6
"cond_F_cell22",6
"cond_F_cell23",6
"cond_F_cell24",6
"cond_F_cell25",6
"cond_F_cell26",6
"cond_F_cell27",6
"cond_F_cell28",6
"cond_F_cell29",6
"cond_F_cell30",6
"cond_F_cell31",6
"cond_F_cell32",6
"cond_F_cell33",6
"cond_F_cell34",6
"cond_F_cell35",6
"cond_F_cell36",6
"cond_F_cell37",6
"cond_F_cell38",6
"cond_F_cell39",6
"cond_F_cell40",6
"cond_F_cell41",6
"cond_F_cell42",6
"cond_F_cell43",6
"cond_F_cell44",6
"cond_F_cell45",6
"cond_F_cell46",6
"cond_F_cell47",6
"cond_F_cell48",6
"cond_F_cell49",6
"cond_F_cell50",6
"cond_F_cell51",6
"cond_F_cell52",6
"cond_F_cell53",6
"cond_F_cell54",6
"cond_F_cell55",6
"cond_F_cell56",6
"cond_F_cell57",6
"cond_F_cell58",6
"cond_F_cell59",6
"cond_F_cell60",6
"cond_F_cell61",6
"cond_F_cell62",6
"cond_F_cell63",6
"cond_F_cell64",6
"cond_F_cell65",6
"cond_F_cell66",6
"cond_F_cell67",6
"cond_F_cell68",6
"cond_F_cell69",6
"cond_F_cell70",6
"cond_F_cell71",6
"cond_F_cell72",6
"cond_F_cell73",6
"cond_F_cell74",6
"cond_F_cell75",6
"cond_F_cell76",6
"cond_F_cell77",6
"cond_F_cell78",6
"cond_F_cell79",6
"cond_F_cell80",6
"cond_F_cell81",6
"cond_F_cell82",6
"cond_F_cell83",6
"cond_F_cell84",6
"cond_F_cell85",6
"cond_F_cell86",6
"cond_F_cell87",6
"cond_F_cell88",6
"cond_F_cell89",6
"cond_F_cell90",6
"cond_F_cell91",6
"cond_F_cell92",6
"cond_F_cell93",6
"cond_F_cell94",6
