"","cond_A_cell1","cond_A_cell2","cond_A_cell3","cond_A_cell4","cond_A_cell5","cond_A_cell6","cond_A_cell7","cond_A_cell8","cond_A_cell9","cond_A_cell10","cond_A_cell11","cond_A_cell12","cond_A_cell13","cond_A_cell14","cond_A_cell15","cond_A_cell16","cond_A_cell17","cond_A_cell18","cond_A_cell19","cond_A_cell20","cond_A_cell21","cond_A_cell22","cond_A_cell23","cond_A_cell24","cond_A_cell25","cond_A_cell26","cond_A_cell27","cond_A_cell28","cond_A_cell29","cond_A_cell30","cond_A_cell31","cond_A_cell32","cond_A_cell33","cond_A_cell34","cond_A_cell35","cond_A_cell36","cond_A_cell37","cond_A_cell38","cond_A_cell39","cond_A_cell40","cond_A_cell41","cond_A_cell42","cond_A_cell43","cond_A_cell44","cond_A_cell45","cond_A_cell46","cond_B_cell1","cond_B_cell2","cond_B_cell3","cond_B_cell4","cond_B_cell5","cond_B_cell6","cond_B_cell7","cond_B_cell8","cond_B_cell9","cond_B_cell10","cond_B_cell11","cond_B_cell12","cond_B_cell13","cond_B_cell14","cond_B_cell15","cond_B_cell16","cond_B_cell17","cond_B_cell18","cond_B_cell19","cond_B_cell20","cond_B_cell21","cond_B_cell22","cond_B_cell23","cond_B_cell24","cond_B_cell25","cond_B_cell26","cond_B_cell27","cond_B_cell28","cond_B_cell29","cond_B_cell30","cond_B_cell31","cond_B_cell32","cond_B_cell33","cond_B_cell34","cond_B_cell35","cond_B_cell36","cond_B_cell37","cond_B_cell38","cond_B_cell39","cond_B_cell40","cond_B_cell41","cond_B_cell42","cond_B_cell43","cond_B_cell44","cond_B_cell45","cond_B_cell46","cond_B_cell47","cond_B_cell48","cond_B_cell49","cond_B_cell50","cond_B_cell51","cond_C_cell1","cond_C_cell2","cond_C_cell3","cond_C_cell4","cond_C_cell5","cond_C_cell6","cond_C_cell7","cond_C_cell8","cond_C_cell9","cond_C_cell10","cond_C_cell11","cond_C_cell12","cond_C_cell13","cond_C_cell14","cond_C_cell15","cond_C_cell16","cond_C_cell17","cond_C_cell18","cond_C_cell19","cond_C_cell20","cond_C_cell21","cond_C_cell22","cond_C_cell23","cond_C_cell24","cond_C_cell25","cond_C_cell26","cond_C_cell27","cond_C_cell28","cond_C_cell29","cond_C_cell30","cond_C_cell31","cond_C_cell32","cond_C_cell33","cond_D_cell1","cond_D_cell2","cond_D_cell3","cond_D_cell4","cond_D_cell5","cond_D_cell6","cond_D_cell7","cond_D_cell8","cond_D_cell9","cond_D_cell10","cond_D_cell11","cond_D_cell12","cond_D_cell13","cond_D_cell14","cond_D_cell15","cond_D_cell16","cond_D_cell17","cond_D_cell18","cond_D_cell19","cond_D_cell20","cond_D_cell21","cond_D_cell22","cond_D_cell23","cond_D_cell24","cond_D_cell25","cond_D_cell26","cond_D_cell27","cond_D_cell28","cond_D_cell29","cond_D_cell30","cond_D_cell31","cond_D_cell32","cond_D_cell33","cond_D_cell34","cond_D_cell35","cond_D_cell36","cond_D_cell37","cond_D_cell38","cond_D_cell39","cond_D_cell40","cond_D_cell41","cond_D_cell42","cond_D_cell43","cond_D_cell44","cond_D_cell45","cond_D_cell46","cond_D_cell47","cond_D_cell48","cond_D_cell49","cond_D_cell50","cond_D_cell51","cond_D_cell52","cond_D_cell53","cond_D_cell54","cond_D_cell55","cond_D_cell56","cond_D_cell57","cond_D_cell58","cond_D_cell59","cond_D_cell60","cond_D_cell61","cond_D_cell62","cond_D_cell63","cond_D_cell64","cond_D_cell65","cond_D_cell66","cond_D_cell67","cond_D_cell68","cond_D_cell69","cond_D_cell70","cond_D_cell71","cond_D_cell72","cond_D_cell73","cond_D_cell74","cond_D_cell75","cond_D_cell76","cond_D_cell77","cond_D_cell78","cond_D_cell79","cond_D_cell80","cond_D_cell81","cond_D_cell82","cond_D_cell83","cond_D_cell84","cond_D_cell85","cond_D_cell86","cond_E_cell1","cond_E_cell2","cond_E_cell3","cond_E_cell4","cond_E_cell5","cond_E_cell6","cond_E_cell7","cond_E_cell8","cond_E_cell9","cond_E_cell10","cond_E_cell11","cond_E_cell12","cond_E_cell13","cond_E_cell14","cond_E_cell15","cond_E_cell16","cond_E_cell17","cond_E_cell18","cond_E_cell19","cond_E_cell20","cond_E_cell21","cond_E_cell22","cond_E_cell23","cond_E_cell24","cond_E_cell25","cond_E_cell26","cond_E_cell27","cond_E_cell28","cond_E_cell29","cond_E_cell30","cond_E_cell31","cond_E_cell32","cond_E_cell33","cond_E_cell34","cond_E_cell35","cond_E_cell36","cond_E_cell37","cond_E_cell38","cond_E_cell39","cond_E_cell40","cond_E_cell41","cond_E_cell42","cond_E_cell43","cond_E_cell44","cond_E_cell45","cond_E_cell46","cond_E_cell47","cond_E_cell48","cond_E_cell49","cond_E_cell50","cond_E_cell51","cond_E_cell52","cond_E_cell53","cond_E_cell54","cond_E_cell55","cond_E_cell56","cond_E_cell57","cond_E_cell58","cond_E_cell59","cond_E_cell60","cond_E_cell61","cond_E_cell62","cond_E_cell63","cond_E_cell64","cond_E_cell65","cond_E_cell66","cond_E_cell67","cond_E_cell68","cond_E_cell69","cond_F_cell1","cond_F_cell2","cond_F_cell3","cond_F_cell4","cond_F_cell5","cond_F_cell6","cond_F_cell7","cond_F_cell8","cond_F_cell9","cond_F_cell10","cond_F_cell11","cond_F_cell12","cond_F_cell13","cond_F_cell14","cond_F_cell15","cond_F_cell16","cond_F_cell17","cond_F_cell18","cond_F_cell19","cond_F_cell20","cond_F_cell21","cond_F_cell22","cond_F_cell23","cond_F_cell24","cond_F_cell25","cond_F_cell26","cond_F_cell27","cond_F_cell28","cond_F_cell29","cond_F_cell30","cond_F_cell31","cond_F_cell32","cond_F_cell33","cond_F_cell34","cond_F_cell35","cond_F_cell36","cond_F_cell37","cond_F_cell38","cond_F_cell39","cond_F_cell40","cond_F_cell41","cond_F_cell42","cond_F_cell43","cond_F_cell44","cond_F_cell45","cond_F_cell46","cond_F_cell47","cond_F_cell48","cond_F_cell49","cond_F_cell50","cond_F_cell51","cond_F_cell52","cond_F_cell53","cond_F_cell54","cond_F_cell55","cond_F_cell56","cond_F_cell57","cond_F_cell58","cond_F_cell59","cond_F_cell60","cond_F_cell61","cond_F_cell62","cond_F_cell63","cond_F_cell64","cond_F_cell65","cond_F_cell66","cond_F_cell67","cond_F_cell68","cond_F_cell69","cond_F_cell70","cond_F_cell71","cond_F_cell72","cond_F_cell73","cond_F_cell74","cond_F_cell75","cond_F_cell76","cond_F_cell77","cond_F_cell78","cond_F_cell79","cond_F_cell80","cond_F_cell81","cond_F_cell82","cond_F_cell83","cond_F_cell84","cond_F_cell85","cond_F_cell86","cond_F_cell87","cond_F_cell88","cond_F_cell89","cond_F_cell90","cond_F_cell91","cond_F_cell92","cond_F_cell93","cond_F_cell94"
"gene_74",0,0,7,0,0,1357,257,1,1,78,2,12,0,54,0,8,18,2,312,114,0,8,1537,3,1,35,1,370,43,7,9,161,20,163,53,32,0,1632,41,0,421,109,92,0,1,0,0,1353,294,0,0,0,0,0,0,4199,148,1,483,17,0,0,1396,7,0,0,0,45,9,0,2421,4,2123,0,235,0,0,0,1,3172,1505,0,0,0,1833,0,33,1590,780,1,49,5,260,0,0,49,3,0,355,0,5510,13244,0,0,23,0,0,0,0,0,4641,0,0,0,0,0,0,0,0,0,31,0,0,79,35,0,0,2,0,333,0,0,1,2,0,0,0,194,0,1,0,0,0,0,0,72,0,243,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2655,1611,0,12,0,0,0,0,0,0,0,1,0,397,0,0,0,0,87,0,8,0,14,0,0,45,0,117,0,0,0,0,0,1,0,48,2,0,58,0,0,15,0,0,0,0,0,19,9,238,10,6,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,35,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"gene_75",0,0,0,0,1,15,61,11,0,0,2,0,0,0,0,217,0,0,0,0,529,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,554,0,0,52956,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,26,0,12651,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,8,0,0,0,0,72,19,0,3,4934,0,0,6,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,318,1,0,0,2685,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,7288,0,10,0,313,0,0,1,78,0,0,0,0,15,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,0,0,0,0,0,0,58,0,0,0,7,10,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,137,0,17,0,0,294,0,0,0,0,0,4,0,2168,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1911,0,0,0,0,8314,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene_76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4677,0,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,40,0,0,510,0,1632,0,0,20,874,13,38,0,60,2,495,9,0,4271,0,603,270,6,8011,0,1483,2219,2,19877,2667,101,1,0,2,5251,49,2258,248,65,8663,3,8,3179,2,0,0,110,0,7568,19,2380,9892,1,184,42,497,408,117,2145,16,3559,0,0,348,4,59,276,2387,2,0,65,41,0,0,5312,0,73,316,1780,10290,2474,2,29,7496,3,19,0,2,1556,3474,0,6,2967,24,27,6920,7503,0,0,714,1594,4903,2533,854,2427,10841,7294,232,109,1305,1,0,4123,601,2602,1,22579,556,9455,8,4,6170,0,1108,10697,53,0,10277,0,1230,1603,7905,4,30,64,0,236,0,3,1,0,676,260,0,46,119,69149,15024,3,1748,63,0,53,10062,2,13435,0,330,981,273,606,7255,0,0,219,698,0,0,116,76,17,6,0,0,1414,5,2,2224,0,40,155,0,0,241,117,6,20,3,11,195,0,464,125,151,61,0,124,93,1121,145,9,0,7295,0,3,0,4218,9453,2,84,1,517,3,1,3,0,0,0,390,0,0,0,1788,0,90,712,118,192,0,0,1,0,14,0,161,0,6308,82,57,50,12,0,0,3348,0,0,0,269,4679,1,176,11,0,91,0,1
"gene_77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,676,0,0,0,0,0,0,0,0,8,0,259,0,0,2,0,0,0,0,0,0,0,0,0,0,2785,0,0,0,0,167,7,0,0,0,0,0,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,4204,0,0,0,542,1069,0,9698,2,515,0,90,0,0,0,0,388,0,4,0,3,17,655,0,0,0,2,0,47,0,0,0,0,16,1,0,0,6426,0,0,0,10,1166,0,2,0,4953,4,24,1264,0,1,1,0,6,1,699,2221,0,0,0,2,860,4868,0,0,0,391,349,116,752,40,0,98,0,0,1660,2,1,0,1677,4,1141,6944,157,0,10000,110,0,0,0,189,0,0
"gene_78",0,0,0,6,0,0,0,0,0,2,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,6,0,9,4,0,1,0,0,0,0,3,3,0,0,27,0,0,3,0,0,0,0,0,0,3486,0,2733,0,0,0,0,0,1837,0,0,0,1,0,0,0,0,0,0,0,0,3226,0,0,0,406,2,0,0,0,0,0,40,0,0,0,141,0,507,0,2084,0,0,0,0,5,0,0,0,664,0,0,0,0,34,0,0,2,0,0,1,0,0,0,467,45,152,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3612,703,54,0,24,0,61,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,296,0,0,0,0,0,0,27,252,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,20,0,0,0,0,273,0,34,0,0,53,222,2,0,2,0,0,0,0,0,0,0,92,0,0,0,0,94,0,5,0,0,0,2744,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,15,0,0,130,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,147,0,0,0,7,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,1,0,253,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,41,0,0,0,0,0,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,0,9,0,0,0,0,0,0,0,0,189,0,0,0,343,255,49,2,0
"gene_79",0,6,65,1188,9,59,0,1068,105,0,35,1,582,243,1,0,0,671,0,0,421,0,1214,2,107,165,3,671,0,0,561,304,422,0,35,0,3272,1,6,0,13,8,0,64,951,469,4067,807,668,11,4466,49,14998,9933,0,58,0,26220,24892,440,1868,0,469,9519,58,34138,359,12476,1,70,4464,2346,68,0,4865,5,2259,62,3780,11301,226,116862,1,1,211,39,1051,2393,3148,114,235,14995,9762,1150,4774,67,679,0,0,0,0,1098,0,1045,0,1,179,0,2297,4,0,4169,0,1804,0,1275,0,1780,89,1,30474,78,3,4,0,64,0,0,3,0,2,0,0,0,4,0,0,0,11,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,2,5,0,0,6,12,0,1,0,0,0,2,0,0,2,0,0,0,1,3,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,2698,5,2627,94,0,0,8,0,0,0,171,0,0,0,0,0,0,0,0,0,48,0,935,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,1,0,0,0,0,2,0,0,40,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene_80",155,0,294,1499,14,356,0,0,2,489,0,0,1669,0,0,0,0,560,0,0,14,367,227,3,15,658,2,7,0,0,4,0,0,5539,0,78,261,620,4,0,0,0,465,54,1,0,49,990,63,0,464,10,967,187,12,1465,0,0,3417,0,82,0,0,1,0,0,0,881,0,0,0,0,2,0,0,49,130,0,0,23,342,0,1,0,112,0,2347,1850,9,12,426,14532,108,43,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,32,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,40,0,2,0,948,4,0,0,80,31,0,0,0,46,0,38,0,9,21,274,0,1,73,0,0,0,170,0,161,0,7,13,0,0,0,12,2279,0,0,512,10,0,2748,37,0,85,2,7,47,8,0,0,0,3,0,0,15,6,12,0,0,0,1,739,0,26,34,0,0,40,0,0,0,1,0,1590,0,124,0,0,10,67,0,5,0,69,0,9,0,1,228,1,471,0,11,19,23,73,21,684,0,56,409,0,1,0,1,0,0,0,0,612,0,19,11,0,17,1850,706,21,264,0,0,562,0,0,6,0,0,21,7196,1,273,33,0,223,1,482,244,0,0,0,0,0,0,381,0,0,0,27,110,297,0,0,0,0,0,0,0,0,0,0,15,51,0,3,0,0,2,0,183,0,0,77,0,0,0,0,0,0,0,0,43,0,0,0,129,33,0,0,1,0,0,0,26,0,0,120,17,0,0,0,0,0,784,0,0,68,0,0,0,183,0,0,2,0,669,0,988,2,0,0,79,0,5,0,0,305,0,0,0,23,0,0,18,0,0,0,0,0,0,585,0,0,1298,403,0,0,10,943
"gene_81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,79,0,0,4,116,0,0,12,0,0,0,0,0,0,0,0,0,2752,0,0,0,0,0,0,0,0,2264,0,1,0,0,0,0,0,0,0,0,0,7,113,0,0,0,0,0,0,0,0,0,0,168,3069,0,20,4759,16117,195,0,6708,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1
"gene_82",173,397,14,11660,3621,2161,1247,2251,5480,18,1238,23114,4128,33,3463,401,25,3665,184,587,3703,9511,11114,1044,392,48,67,44,28491,3065,193,3553,12,663,5347,2408,2854,86,5899,3726,2432,54,0,4340,2722,125,986,6112,114,127,0,11476,33228,72,12166,1,3279,52,154,3,4987,0,3566,2807,158,2,26,0,1324,1,19595,2152,933,861,954,230624,1,0,1269,12523,0,10155,26,1730,47,211,6940,26713,3,1197,64,34868,5,1,0,992,4320,682,135,3,2046,15734,22,142,70,88798,3,731,0,565,8,1085,22,209,408,3300,483,0,7928,2231,1,2535,21804,1,3,1338,2,22,0,14309,62,100,27206,920,4945,610,5,0,627,25,0,2,0,6,1517,959,44,201,13,1,0,34,0,0,3776,416,12832,12447,1025,10,0,14,25,0,2156,28,0,250,73,2701,4,10,3004,544,1,0,23072,2553,1304,3559,1048,0,430,0,794,28,375,1267,91,399,473,266,22,0,364,48,18,2,1057,2121,0,1726,413,43,1974,19,1674,68,96,3,3,44,425,1474,12,22282,0,0,0,41,1735,536,0,4,0,5,901,124,559,27,11695,2,0,605,417,0,20,0,482,0,690,1,679,1,170,0,28,172,581,4028,1488,0,2847,265,271,6037,3886,54,61,1,58,2731,417,0,4,5073,1,295,138,0,79,1249,1397,948,0,2,1011,1352,79,1,139,0,265,1,5,1691,0,6,953,5264,229,7849,0,0,7601,274,180,0,2,1546,36,19,994,466,5,2052,170,0,0,763,2858,2,0,224,1681,453,5,14598,20,0,0,27,0,4,86,79,4,2859,0,163,9,627,3,680,3680,191,573,11,2669,1,336,9125,2,12266,0,14,4,0,0,0,0,0,16,1,4213,0,2,13,0,0,1370,0,33,5,577,0,0,613,0,181,0,344,558,40,64,1154,0,0,0
"gene_83",0,242,84,0,491,0,4311,287,227,0,22,0,219,14,0,43,341,1,0,0,761,1,81,766,54,0,0,129,270,239,1787,662,213,719,0,0,776,0,0,0,80,26,0,87,5,0,0,235,1,0,0,2217,19,6262,0,0,0,12,51,0,0,45,1135,0,1559,852,2258,38,0,0,7672,1,5,164,0,11099,651,1,956,0,36,2,49,0,98,0,3771,103,2088,246,0,2,0,923,1874,0,6,68,16,114,2043,4997,2004,0,0,213,7816,2007,2685,7,3162,7,1,4764,1272,35374,41,57,3230,0,393,1021,9715,787,56,324,3219,2933,253,0,825,173,195,349,892,874,347,59,5454,0,27,5257,2352,182,1162,0,928,5,2,1362,424,9041,179,319,448,5034,507,5890,65,112,0,1070,2,165,2655,10508,861,7612,16216,3,4084,4643,306,739,5112,192,5261,766,3437,659,1585,1426,0,20,630,3579,6433,4268,6038,102,5553,2557,753,2625,17,890,177,165,450,9,482,80,12006,1071,1,12696,1445,0,3,2750,39,366,35,78,6,1,9064,1,148,217,20,5258,1361,2907,290,1561,1947,1795,1376,15,913,6,16,5330,5234,18155,250,2738,777,2,133,20609,5461,7,7431,12,33,1816,2097,10,2,6,0,1859,1593,11570,68,6552,166,30,92,1393,358,5052,110,273,304,6803,310,2887,129,3895,5024,15,45,674,0,9,0,160,5145,2,100,78,38,12,11,11341,26712,4499,7054,36,0,1729,167,8877,1237,0,5435,2256,686,3301,20,6158,12903,12281,255,21466,603,9723,151,219,1007,0,9929,9350,976,2594,2,523,7,3720,32418,3268,15,0,4,58,7,11724,652,7580,10730,69,2040,65,6433,388,5,11,4559,17972,1022,50587,1082,998,397,2501,68,39,68,357,502,11,60,246,5332,500,344,5380,2,867,5123,2,6,124,406,37,5,1376,8,3324,523,5834,0,182,10331,0,12
"gene_84",206,28,665,7692,252,630,7700,717,221,240,2656,5233,720,539,12243,3733,3748,2816,2289,322,15004,5022,18132,334,64,3866,970,491,1215,5029,199,278,2022,36178,222,1706,2330,243,3038,29,13189,307,697,9169,400,897,7762,832,1426,65,4242,2689,7489,4561,2534,6659,20,12,80333,120,7596,3362,4332,899,1637,25036,146,20089,1957,1670,107,548,4002,9981,88008,1359,715,10,190,172,1212,28207,7012,1949,15494,1634,179,10215,44740,6510,1037,6245,34728,10697,293,120,0,338,0,15865,9768,0,375,15,1130,1528,1132,3164,163,1344,201,10,9987,3312,232,8,284,22,7332,4939,2175,50,30,73,5062,576,215,4551,18,14,4,0,1730,0,0,0,11,1699,93,0,0,0,0,0,0,22847,0,0,0,0,5842,0,0,0,0,11,13,0,11,4891,0,0,0,2675,0,0,0,0,21,16,0,0,2,0,247,0,572,0,0,0,0,0,0,0,0,0,1,17,0,28,0,0,171,489,0,0,274,486,0,185,438,0,0,0,4,0,69,0,0,2800,0,0,0,0,0,0,0,348,1,0,0,5,0,0,0,329,0,0,0,0,0,0,0,0,0,0,424,0,3,0,308,0,0,0,0,0,0,14119,0,0,0,12,0,0,0,953,0,494,0,0,0,1,0,1401,0,0,0,0,0,0,0,0,326,0,6622,0,0,0,0,502,0,0,171,0,0,2510,0,0,0,0,0,0,2,0,379,0,462,0,0,1,18,1464,107,0,6265,5483,8,0,409,0,6,443,625,825,197,0,0,336,429,0,37,29219,0,353,7,0,0,7,0,6,6409,0,7,4290,8404,0,4513,3,0,0,26554,0,4243,109,7,0,85,12675,236,0,2699,0,4025,0,0,0,0,0,0,0,4,2,0,880,0,16,0,0,0,0,844,0,0,2,0,24,90,0,743
"gene_85",746,29,0,2208,3,0,0,0,0,0,0,0,2435,370,0,1109,0,1010,0,916,0,15,0,0,65,1069,0,0,0,0,0,1690,0,0,38,0,21,0,0,0,139,0,93,52,0,0,0,0,54,9,3630,2099,0,0,717,15215,3,35,0,817,0,2,537,0,486,0,0,2617,0,0,12144,108,0,2819,0,0,92,495,218,41,11,0,0,59,9,0,4,0,352,14,8125,2,2437,507,92,0,0,1691,0,26,479,64,948,8609,0,438,0,0,241,0,1220,291,1570,0,1030,1003,0,3,0,3224,382,57,8092,800,15,0,77,0,17,1294,0,0,0,10,0,2595,0,0,0,0,0,0,0,7,0,198,6,0,0,15,0,14,73,0,419,674,0,0,0,0,6,0,0,1,0,1,0,6386,0,3,0,0,32,0,15,852,0,0,1249,0,0,0,0,0,0,1036,0,16,311,0,4,10,0,0,0,2,6,0,0,0,174,221,0,0,0,3,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,2,5,0,0,29,182,0,84,0,58,0,0,10,0,0,0,0,0,1,0,25,0,0,0,96,0,0,0,11,146,0,0,1,0,0,0,0,0,0,379,0,0,0,38,0,0,0,0,0,0,15,0,0,2330,0,23416,0,133,0,33,156,0,0,0,0,0,0,0,0,797,0,0,0,72,0,0,1,0,0,0,31,171,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,92,0,774,0,0,0,47,0,0,0,0,0,0,0,0,0,0,754,0,0,31,342,0,0,6761,0,1,0,0,19,0,0,0,0,17,0,0,0,0,27,0,0,0,0,0,0
"gene_86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,15,6,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,856,0,74,0,0,4,111,0,0,0,150,0,7,0,0,46,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,67,534,100,177,4,111,10,0,0,0,0,217,0,19,60,0,0,10,0,24,0,1,441,0,0,46,0,0,17,5,0,226,6831,0,2,0,60,7,0,0,3534,378,67,2,0,0,0,3,0,44,675,0,0,0,0,0,1104,95,0,0,452,199,0,3198,2,2817,0,2,852,0,53,0,2,0,0,0,0,3053,0,0,386,701,0,0,127,0,0,49,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2027,0,0,15680,0,0,90,0,240,0,0,1111,0,0,0,12712,0,0,143,0,79,0,0,0,16,0,0,0,0,1,0,95,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,8,0,0,0,0,0,136,0,105,12,2,0,0,0,937,0,0,0,0,0,205,0,0,70,0,0,0,0,0,6,16,0,0,1453,0,0,26,0,6767,0,1268,0,1,580,0,0,0,1230,432,0,1136,74,96,0,0,0,0,0,0,0,0,0,598,0,24,0,0,0,6,0,494,0,0,7784,932,0,769,0,571,0,0,0,0,0,0
