"","cond_A_cell1","cond_A_cell2","cond_A_cell3","cond_A_cell4","cond_A_cell5","cond_A_cell6","cond_A_cell7","cond_A_cell8","cond_A_cell9","cond_A_cell10","cond_A_cell11","cond_A_cell12","cond_A_cell13","cond_A_cell14","cond_A_cell15","cond_A_cell16","cond_A_cell17","cond_A_cell18","cond_A_cell19","cond_A_cell20","cond_A_cell21","cond_A_cell22","cond_A_cell23","cond_A_cell24","cond_A_cell25","cond_A_cell26","cond_A_cell27","cond_A_cell28","cond_A_cell29","cond_A_cell30","cond_A_cell31","cond_A_cell32","cond_A_cell33","cond_A_cell34","cond_A_cell35","cond_A_cell36","cond_A_cell37","cond_A_cell38","cond_A_cell39","cond_A_cell40","cond_A_cell41","cond_A_cell42","cond_A_cell43","cond_A_cell44","cond_A_cell45","cond_A_cell46","cond_B_cell1","cond_B_cell2","cond_B_cell3","cond_B_cell4","cond_B_cell5","cond_B_cell6","cond_B_cell7","cond_B_cell8","cond_B_cell9","cond_B_cell10","cond_B_cell11","cond_B_cell12","cond_B_cell13","cond_B_cell14","cond_B_cell15","cond_B_cell16","cond_B_cell17","cond_B_cell18","cond_B_cell19","cond_B_cell20","cond_B_cell21","cond_B_cell22","cond_B_cell23","cond_B_cell24","cond_B_cell25","cond_B_cell26","cond_B_cell27","cond_B_cell28","cond_B_cell29","cond_B_cell30","cond_B_cell31","cond_B_cell32","cond_B_cell33","cond_B_cell34","cond_B_cell35","cond_B_cell36","cond_B_cell37","cond_B_cell38","cond_B_cell39","cond_B_cell40","cond_B_cell41","cond_B_cell42","cond_B_cell43","cond_B_cell44","cond_B_cell45","cond_B_cell46","cond_B_cell47","cond_B_cell48","cond_B_cell49","cond_B_cell50","cond_B_cell51","cond_C_cell1","cond_C_cell2","cond_C_cell3","cond_C_cell4","cond_C_cell5","cond_C_cell6","cond_C_cell7","cond_C_cell8","cond_C_cell9","cond_C_cell10","cond_C_cell11","cond_C_cell12","cond_C_cell13","cond_C_cell14","cond_C_cell15","cond_C_cell16","cond_C_cell17","cond_C_cell18","cond_C_cell19","cond_C_cell20","cond_C_cell21","cond_C_cell22","cond_C_cell23","cond_C_cell24","cond_C_cell25","cond_C_cell26","cond_C_cell27","cond_C_cell28","cond_C_cell29","cond_C_cell30","cond_C_cell31","cond_C_cell32","cond_C_cell33","cond_D_cell1","cond_D_cell2","cond_D_cell3","cond_D_cell4","cond_D_cell5","cond_D_cell6","cond_D_cell7","cond_D_cell8","cond_D_cell9","cond_D_cell10","cond_D_cell11","cond_D_cell12","cond_D_cell13","cond_D_cell14","cond_D_cell15","cond_D_cell16","cond_D_cell17","cond_D_cell18","cond_D_cell19","cond_D_cell20","cond_D_cell21","cond_D_cell22","cond_D_cell23","cond_D_cell24","cond_D_cell25","cond_D_cell26","cond_D_cell27","cond_D_cell28","cond_D_cell29","cond_D_cell30","cond_D_cell31","cond_D_cell32","cond_D_cell33","cond_D_cell34","cond_D_cell35","cond_D_cell36","cond_D_cell37","cond_D_cell38","cond_D_cell39","cond_D_cell40","cond_D_cell41","cond_D_cell42","cond_D_cell43","cond_D_cell44","cond_D_cell45","cond_D_cell46","cond_D_cell47","cond_D_cell48","cond_D_cell49","cond_D_cell50","cond_D_cell51","cond_D_cell52","cond_D_cell53","cond_D_cell54","cond_D_cell55","cond_D_cell56","cond_D_cell57","cond_D_cell58","cond_D_cell59","cond_D_cell60","cond_D_cell61","cond_D_cell62","cond_D_cell63","cond_D_cell64","cond_D_cell65","cond_D_cell66","cond_D_cell67","cond_D_cell68","cond_D_cell69","cond_D_cell70","cond_D_cell71","cond_D_cell72","cond_D_cell73","cond_D_cell74","cond_D_cell75","cond_D_cell76","cond_D_cell77","cond_D_cell78","cond_D_cell79","cond_D_cell80","cond_D_cell81","cond_D_cell82","cond_D_cell83","cond_D_cell84","cond_D_cell85","cond_D_cell86","cond_E_cell1","cond_E_cell2","cond_E_cell3","cond_E_cell4","cond_E_cell5","cond_E_cell6","cond_E_cell7","cond_E_cell8","cond_E_cell9","cond_E_cell10","cond_E_cell11","cond_E_cell12","cond_E_cell13","cond_E_cell14","cond_E_cell15","cond_E_cell16","cond_E_cell17","cond_E_cell18","cond_E_cell19","cond_E_cell20","cond_E_cell21","cond_E_cell22","cond_E_cell23","cond_E_cell24","cond_E_cell25","cond_E_cell26","cond_E_cell27","cond_E_cell28","cond_E_cell29","cond_E_cell30","cond_E_cell31","cond_E_cell32","cond_E_cell33","cond_E_cell34","cond_E_cell35","cond_E_cell36","cond_E_cell37","cond_E_cell38","cond_E_cell39","cond_E_cell40","cond_E_cell41","cond_E_cell42","cond_E_cell43","cond_E_cell44","cond_E_cell45","cond_E_cell46","cond_E_cell47","cond_E_cell48","cond_E_cell49","cond_E_cell50","cond_E_cell51","cond_E_cell52","cond_E_cell53","cond_E_cell54","cond_E_cell55","cond_E_cell56","cond_E_cell57","cond_E_cell58","cond_E_cell59","cond_E_cell60","cond_E_cell61","cond_E_cell62","cond_E_cell63","cond_E_cell64","cond_E_cell65","cond_E_cell66","cond_E_cell67","cond_E_cell68","cond_E_cell69","cond_F_cell1","cond_F_cell2","cond_F_cell3","cond_F_cell4","cond_F_cell5","cond_F_cell6","cond_F_cell7","cond_F_cell8","cond_F_cell9","cond_F_cell10","cond_F_cell11","cond_F_cell12","cond_F_cell13","cond_F_cell14","cond_F_cell15","cond_F_cell16","cond_F_cell17","cond_F_cell18","cond_F_cell19","cond_F_cell20","cond_F_cell21","cond_F_cell22","cond_F_cell23","cond_F_cell24","cond_F_cell25","cond_F_cell26","cond_F_cell27","cond_F_cell28","cond_F_cell29","cond_F_cell30","cond_F_cell31","cond_F_cell32","cond_F_cell33","cond_F_cell34","cond_F_cell35","cond_F_cell36","cond_F_cell37","cond_F_cell38","cond_F_cell39","cond_F_cell40","cond_F_cell41","cond_F_cell42","cond_F_cell43","cond_F_cell44","cond_F_cell45","cond_F_cell46","cond_F_cell47","cond_F_cell48","cond_F_cell49","cond_F_cell50","cond_F_cell51","cond_F_cell52","cond_F_cell53","cond_F_cell54","cond_F_cell55","cond_F_cell56","cond_F_cell57","cond_F_cell58","cond_F_cell59","cond_F_cell60","cond_F_cell61","cond_F_cell62","cond_F_cell63","cond_F_cell64","cond_F_cell65","cond_F_cell66","cond_F_cell67","cond_F_cell68","cond_F_cell69","cond_F_cell70","cond_F_cell71","cond_F_cell72","cond_F_cell73","cond_F_cell74","cond_F_cell75","cond_F_cell76","cond_F_cell77","cond_F_cell78","cond_F_cell79","cond_F_cell80","cond_F_cell81","cond_F_cell82","cond_F_cell83","cond_F_cell84","cond_F_cell85","cond_F_cell86","cond_F_cell87","cond_F_cell88","cond_F_cell89","cond_F_cell90","cond_F_cell91","cond_F_cell92","cond_F_cell93","cond_F_cell94"
"gene_80",326,49,0,5,0,629,0,0,408,0,5,0,1044,1,5493,0,0,0,0,26,125,8,43,0,0,0,0,8,2710,4,2101,0,83,0,33,0,196,0,0,0,13,331,0,0,2,0,0,0,1,0,1,0,1,3,0,176,3320,0,0,31,782,0,17,62,0,1556,0,0,0,291,0,3,2137,0,0,2,1009,0,0,0,0,402,110,0,233,29,2278,0,0,0,0,47,0,0,877,0,812,542,0,0,0,0,0,0,0,0,126,0,0,0,167,2,1,0,0,0,0,0,0,0,0,0,0,98,0,345,0,0,0,0,1614,26,0,0,0,0,3,0,0,183,37,0,1,0,1059,26,0,24,115,5,3,0,0,0,0,0,0,3656,0,14,0,4,0,172,1,1,0,1764,1,732,484,123,3,2,0,0,3369,675,0,3075,159,237,12,309,358,369,7,111,0,12,0,0,186,0,98,0,0,0,0,0,49,1,5,0,31,0,0,383,634,4,136,2206,1373,6,15,3,0,55,388,691,243,0,4632,10,0,0,0,13,29,74,63,3,17,0,2,85,831,286,189,0,51,115,0,35,0,0,0,6,58,0,0,56,968,1,85,232,0,0,437,652,0,0,0,56,0,0,0,38,3,0,4,731,0,124,0,0,0,277,0,15,0,0,0,0,27,0,0,31,0,74,0,0,0,0,0,50,32,0,0,2,32,63,1133,765,0,0,0,0,0,14,0,495,0,1,2,0,0,36,2807,152,144,0,6,167,3,0,0,5082,0,0,0,1,29,5299,0,0,829,616,0,337,0,0,0,0,0,52,0,88,0,0,0,19,123,2,1,0,1519,0,163,3698,0,0,1,0,1,0,104,0,106,64,8,53,77,0,0,0,54,14,0
"gene_81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2543,0,0,0,43,0,128,0,0,0,0,0,79,0,0,0,0,0,0,39,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,657,0,57,0,1,0,0,0,0,1563,0,0,0,214,42,0,118,62,0,0,0,0,0,0,0,225,0,0,2510,651,1312,4788,696,0,886,1,0,243,2248,1198,384,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene_82",6264,389,8,27721,115,65,0,2310,224,3,5,1716,8,2846,71,14,7197,471,68,0,0,1974,226,39,138,402,1443,410,317,65,4282,0,94,1588,2173,416,0,9,407,313,56,0,408,122,9,522,955,275,2,2,101,409,73,13625,0,2041,0,615,40194,4763,916,22,132,1170,43,188,265,0,120,2205,4398,976,75,5368,50376,1735,425,3243,442,9137,621,49,0,0,2978,1,33,12481,0,16561,945,1328,0,5560,72,21979,87455,129,659,0,21905,591,59,6452,1566,5015,2231,11060,6,0,29887,181,0,1357,9971,67,0,9852,64,103,371,1259,13,2697,4218,0,100,30,2,4521,40,114,4,0,0,6858,829,1433,597,29,0,2290,8840,366,35,1,4679,70,51,0,15,0,751,15,7086,1688,4398,4,830,865,273,667,122,2,0,0,3,635,1193,2478,63,2666,28,17649,1,0,7331,86,251,1323,5,73,232,212,10567,0,0,1011,0,26,30,447,3316,645,272,0,604,6,92,690,2003,1537,1264,1,180,186,0,81,850,611,0,788,10,136,0,0,22,0,11,134,34,1160,0,2200,0,0,0,0,3,259,220,422,22,14,0,381,43,192,39,0,0,201,8238,23,1200,0,49,1939,3346,267,527,28,5,2344,62,1151,0,0,776,157,4547,179,168,723,11,0,1283,102,763,857,195,0,811,3245,781,2086,37,0,0,937,1496,681,5195,0,0,2,0,7155,6,295,278,841,140,0,785,836,2040,128,51,0,16790,193,675,0,110,0,0,837,0,356,0,253,4537,22,0,49,1953,6587,488,5,17,0,21,70,21,1520,128,7,23,5,375,0,125,35,73,0,22,0,14856,0,12301,0,4278,26,141,2140,0,939,97,1097,747,0,0,0,0,0,0,0,1572,0,84,19,24,0,2332,0,0,5175,0,0,23,0,3,0,110,99,262,3814,0
"gene_83",9,0,34,0,82,808,7853,923,2902,25,1,0,0,9,0,0,0,128,0,0,2079,2964,2249,0,236,11,0,97,0,15,1792,0,142,299,21,3266,0,116,2,158,3530,0,0,95,10,0,26,6166,87,26,0,0,108,1,122,4470,384,0,239,64,0,127,7,0,233,0,1,3769,198,0,0,249,0,1,2279,512,242,0,0,1538,0,0,0,198,1435,1,0,44,0,0,6,201,495,582,51,478,2608,3200,450,137,114,10597,130,26461,73,1079,13815,34,1140,7524,769,109,263,117,104,7149,244,10692,230,3,5705,8,1997,729,2354,0,12,27,12,1608,1378,1824,169,8109,65,46,4083,2669,79,296,1251,81,162,356,1094,307,1,0,14,0,5240,629,498,5249,1475,138,55,449,415,25,0,4213,6326,206,593,811,12,10,4596,1051,83,2189,25,533,10918,1543,147,4,5674,848,702,766,0,64,6588,259,660,687,5,345,19,531,2498,21053,15785,11,32,925,1603,1149,10,4417,54,4146,12109,3281,2281,0,2467,6584,32,16896,234,379,101,11264,172,2,54396,131,0,3,34,72,12011,1,545,2066,651,3,0,3559,7260,922,2452,1102,281,2409,2225,32,840,4,3,29,3806,232,391,3245,5253,2817,1232,629,672,168,0,1386,0,386,0,0,15,136,1213,607,41,38,4564,0,10,39939,2940,76,0,218,245,0,115,18,1905,23,12465,17,1180,1799,444,9961,4,5708,20,18173,0,88,3758,2532,13686,480,249,621,776,634,6629,8843,62,225,482,4,4674,531,13,1,6,2621,16679,19,2,72011,1289,2,0,9941,9758,8135,1145,8071,7729,3091,1,7571,80,5664,12584,50253,33,4152,4,503,678,1246,49098,2523,7623,0,26,5,96,24550,23,5,84376,1,925,0,397,196,0,6,2496,5355,743,1067,1201,83,313,26,23963,28,18926,1357,16614,126,830,0,14644,0,125,26098,40106,121,6291
"gene_84",4889,1590,9,54,88,5192,1463,276,1580,2217,1,4573,1404,1220,4662,1279,2529,6163,3671,0,8144,6,196,607,284,397,601,3592,2868,1216,577,353,7,164,3451,3116,836,169,1347,1054,2004,524,174,2867,29,16449,3,1953,67165,52,1366,23290,1563,7419,11928,5293,1672,0,30,4300,501,435,12920,37806,597,0,61777,427,93,8720,499,3577,284,1258,2803,9258,12895,1824,1634,3998,255,45202,0,689,108545,4006,20097,10849,8546,7973,10870,2733,27754,50705,49,7880,21393,14709,0,24704,2142,972,503,1576,156,21,11827,800,0,10515,726,9104,4098,27378,15,0,534,2790,4028,703,137,2002,0,652,11,1742,0,79,1392,7258,0,2,0,2222,0,55,45,0,0,0,0,0,0,0,0,14469,0,0,79,0,0,1,0,1916,660,1780,0,101,0,0,17,0,0,0,6155,12,0,0,0,167,0,0,0,53,0,0,0,22,3,1,312,12,0,0,554,0,0,0,0,0,3522,7675,209,0,0,17,199,256,0,1,0,0,373,0,0,0,6,1359,7,0,0,0,0,0,1,353,0,153,0,0,0,0,0,0,0,0,0,0,171,0,65,0,0,0,0,0,0,0,0,0,2,0,2091,0,0,47,0,0,0,0,388,0,62,0,14,0,484,89,0,0,591,24,0,33,0,0,0,1,0,0,0,0,0,0,0,327,0,1,2,0,0,0,0,5,0,826,0,0,0,0,0,0,8237,151,2167,0,1,17,305,0,476,0,2511,0,1,1,841,0,0,3119,0,0,0,394,0,377,13,0,0,0,320,899,0,0,4,0,0,0,2,1687,0,0,50,309,0,6,1062,56,0,2090,1080,1498,0,9,193,788,0,1068,2,0,236,0,0,85,28,15,0,426,0,0,6607,85,0,15,0,0,465,0,0,0,0,0,9,0,0,0,0,471,0
"gene_85",0,0,3,242,0,0,0,0,0,815,0,0,0,0,1075,0,1,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,316,0,0,85,34,715,83,0,0,0,0,1206,0,0,28,0,1105,1469,3,1129,1,194,0,392,1427,264,7925,1,257,1,0,1805,0,0,41,0,56,0,917,0,8,0,45,3,2327,6616,5,3262,166,8,0,0,0,33,4054,2270,0,5,0,0,1,32,3079,237,10,907,184,15090,774,2675,8835,15,220,930,876,0,6514,0,0,0,276,415,18,69,333,0,1221,30,173,0,2147,25,64,515,0,0,78,0,0,34,0,0,73,0,0,0,170,0,0,1151,0,0,0,127,659,2,128,3516,0,0,73,0,0,0,0,0,0,0,1380,0,0,0,0,0,0,0,0,0,10,13,0,0,11,2456,0,58,0,0,418,0,0,0,1,13,2,0,0,0,0,0,0,17,0,0,1,0,0,0,0,60,0,37,0,317,1,0,0,2,0,0,0,0,0,191,0,0,0,0,139,0,0,0,0,0,0,0,0,77,860,0,0,0,486,22,546,0,1,0,2615,4,0,0,0,0,0,1,2,0,0,0,350,3,0,29,0,0,0,0,0,549,0,0,0,22,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5468,0,0,23,0,415,0,0,0,5,94,0,0,226,0,0,0,138,7,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,68,0,295,0,26,0,292,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,4152,0,0,0,0,0,0,241,0,0,0,86,807,0,0,0,12920
"gene_86",0,0,0,0,0,0,0,0,0,0,2,0,0,0,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,15,131,8,0,0,1070,0,0,0,0,0,0,0,0,607,66,0,0,2,0,0,0,0,0,0,32,0,0,0,0,0,24,14,0,0,1428,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2237,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,16,0,4,151,522,277,0,0,22,0,102,164,17,1577,31,1,0,0,267,606,0,0,0,17,0,349,0,0,0,0,2589,4,1,0,1657,163,0,0,37,121,1,112,803,16,0,38,41,1608,9,0,0,658,0,4,0,0,0,819,0,0,0,615,26,962,0,56,3,0,316,8200,0,0,699,4797,3693,5,1644,69,0,192,0,267,1,198,0,196,1,0,0,0,0,0,0,451,0,1244,0,8938,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1184,0,0,0,0,0,0,0,0,0,0,0,1890,0,0,0,7,1624,295,0,0,0,0,66,0,2645,0,4795,0,0,0,0,1,0,6,0,8,2376,0,0,0,0,0,0,0,0,0,0,0,7,0,893,0,6,0,0,0,0,0,0,11,0,59,0,2,2536,179,0,0,0,3,0,699,0,0,0,0,2,23,0,0,1763,0,1,0,0,0,0,0,0,0,0,0,10889,3,0,39,0,0,0,108,4,0,115,0,0,0,0,0,0,3396,0,0,0,0,0,279,0,461,5664,0,0,0,0,0,181,0,0,0,174,0,0
"gene_87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,0,153,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,56,0,0,0,0,0,0,0,0,594,0,342,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,9,1,0,338,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,2,0,763,50,0,74,0,0,0,0,0,0,2168,0,0,0,0,6,0,0,0,0,0,0,0,267,3,1720,0,0,0,3,0,0,0,0,3,0,285,0,0,9081,0,0,0,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349,0,376,0,0,0,0,0,7,0,0,0,2639,0,8298,0,126,2,0,0,0,0,0,0,0,0,0,150,64,0,0,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,0,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,2426,0,10,0,0,0,0
"gene_88",0,0,0,259,0,0,0,3,0,0,0,0,0,175,0,0,0,0,0,1,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17580,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,59,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,2127,0,0,0,0,0,0,0,640,0,0,0,0,0,150,3,0,187,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,122,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene_89",0,0,0,0,0,0,0,11,0,0,0,1104,0,0,0,0,0,0,9,9,0,0,0,0,245,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,144,0,0,3,0,0,0,23,0,0,0,90,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,325,0,0,48,0,1,0,0,0,0,15,0,0,6,0,294,0,0,0,0,0,0,0,0,56,0,0,3,0,0,0,42,316,0,3187,0,0,0,4,0,0,2,0,0,0,0,13,0,0,0,175,582,0,793,0,832,2,40,0,0,0,3,0,0,0,0,0,53,0,0,0,0,4,9,0,20,0,0,0,564,0,0,0,0,0,96,0,0,0,0,0,49,2694,1,0,7,4891,0,3,0,4613,0,0,5,3,0,1701,216,0,0,337,0,0,82,0,0,0,0,0,0,405,902,7444,6,548,0,0,0,0,0,4349,16,19,0,0,132,0,0,0,52,2,0,3,55,7,231,39,0,0,26,0,0,1039,1434,0,1,235,1,179,71,752,0,0,0,3518,0,0,1,0,38,110,0,1,1,8,62,180,3,3433,176,0,0,30,164,0,0,0,0,0,3,4,3,0,0,7
"gene_90",0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,6,0,6,3,0,3,1,2,0,0,0,2,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552,0,0,0,220,6,0,3,0,3,0,0,0,0,0,0,120,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,7,3,0,0,0,0,955,2,0,68,17,0,0,6,741,72,0,196,0,0,0,0,21,1367,0,18,0,0,0,447,0,0,0,0,0,0,10776,0,0,0,3253,179,0,0,1,0,0,0,0,0,0,0,0,0,1788,0,0,0,248,9,2,0,2,125,0,0,0,0,0,1,0,1,180,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,8362,0,0,0,0,4,0,0,7035,67,0,27,0,3,30,376,0,35,17939,17,0,0,0,0,0,0,3,0,3,2135,5,0,0,0,0,61,0,0,0,0,0
"gene_91",0,0,0,0,0,0,226,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1590,0,6,0,3,0,0,63,0,0,0,1326,245,0,14932,0,1,0,0,57,0,148,0,0,62,0,0,0,0,0,1,50259,40208,76073,48633,55931,32642,41442,110487,130077,40850,17713,50384,33412,51700,68021,63885,85577,63067,40331,52580,90035,120306,126012,133434,64683,77512,40168,147615,21660,80235,19870,67526,101004,83385,58512,67185,119753,101068,145220,89249,95291,65215,101433,41424,66868,143029,45033,53343,44572,63957,47621,29832,47339,16880,137055,27221,88353,70026,61501,86082,51704,51391,141878,75842,21842,60034,2700,58817,18636,169090,37815,30510,48299,46390,62685,53773,46444,102577,39451,37213,21979,96169,35383,98682,18899,92360,9034,524022,42464,154545,121595,82743,33817,181646,51942,99450,8613,47458,117513,331623,62129,195425,107261,95071,212025,82652,61231,120783,208203,128950,37226,54153,176426,279274,223170,144443,212251,21383,60406,176733,183603,50599,34187,144022,175063,141739,50277,29763,248745,67643,16438,89943,14838,66059,175257,104990,7278,8812,168389,26179,44553,89448,112512,65098,75043,53724,169817,5764,95556,71838,97461,247873,10707,81392,117205,26860,312481,270205,52918,23558,29579,2621,81938,21721,28875,1057,94508,38347,220255,55906,47243,120844,10735,84281,15133,10597,27427,11250,17510,8895,8589,8629,63255,2198,15672,37195,86374,34475,143002,1471,36023,58135,29112,83216,36338,250444,478,5199,4519,14823,9543,166708,205341,92337,155476,26897,370,9029,87174,165599,20836,87,1633,71989,15952,95652,162908,70310,41320,9545,102214,4109,21366,1790,69061,15601,58370,90339,33190,106616,3288,19517,5759,65888,59534,39312,119382,199758,37710,1747,135910,112907,38586,62141,1007,16841,1690,116057,971
