"","cond_A_cell1","cond_A_cell2","cond_A_cell3","cond_A_cell4","cond_A_cell5","cond_A_cell6","cond_A_cell7","cond_A_cell8","cond_A_cell9","cond_A_cell10","cond_A_cell11","cond_A_cell12","cond_A_cell13","cond_A_cell14","cond_A_cell15","cond_A_cell16","cond_A_cell17","cond_A_cell18","cond_A_cell19","cond_A_cell20","cond_A_cell21","cond_A_cell22","cond_A_cell23","cond_A_cell24","cond_A_cell25","cond_A_cell26","cond_A_cell27","cond_A_cell28","cond_A_cell29","cond_A_cell30","cond_A_cell31","cond_A_cell32","cond_A_cell33","cond_A_cell34","cond_A_cell35","cond_A_cell36","cond_A_cell37","cond_A_cell38","cond_A_cell39","cond_A_cell40","cond_A_cell41","cond_A_cell42","cond_A_cell43","cond_A_cell44","cond_A_cell45","cond_A_cell46","cond_B_cell1","cond_B_cell2","cond_B_cell3","cond_B_cell4","cond_B_cell5","cond_B_cell6","cond_B_cell7","cond_B_cell8","cond_B_cell9","cond_B_cell10","cond_B_cell11","cond_B_cell12","cond_B_cell13","cond_B_cell14","cond_B_cell15","cond_B_cell16","cond_B_cell17","cond_B_cell18","cond_B_cell19","cond_B_cell20","cond_B_cell21","cond_B_cell22","cond_B_cell23","cond_B_cell24","cond_B_cell25","cond_B_cell26","cond_B_cell27","cond_B_cell28","cond_B_cell29","cond_B_cell30","cond_B_cell31","cond_B_cell32","cond_B_cell33","cond_B_cell34","cond_B_cell35","cond_B_cell36","cond_B_cell37","cond_B_cell38","cond_B_cell39","cond_B_cell40","cond_B_cell41","cond_B_cell42","cond_B_cell43","cond_B_cell44","cond_B_cell45","cond_B_cell46","cond_B_cell47","cond_B_cell48","cond_B_cell49","cond_B_cell50","cond_B_cell51","cond_C_cell1","cond_C_cell2","cond_C_cell3","cond_C_cell4","cond_C_cell5","cond_C_cell6","cond_C_cell7","cond_C_cell8","cond_C_cell9","cond_C_cell10","cond_C_cell11","cond_C_cell12","cond_C_cell13","cond_C_cell14","cond_C_cell15","cond_C_cell16","cond_C_cell17","cond_C_cell18","cond_C_cell19","cond_C_cell20","cond_C_cell21","cond_C_cell22","cond_C_cell23","cond_C_cell24","cond_C_cell25","cond_C_cell26","cond_C_cell27","cond_C_cell28","cond_C_cell29","cond_C_cell30","cond_C_cell31","cond_C_cell32","cond_C_cell33","cond_D_cell1","cond_D_cell2","cond_D_cell3","cond_D_cell4","cond_D_cell5","cond_D_cell6","cond_D_cell7","cond_D_cell8","cond_D_cell9","cond_D_cell10","cond_D_cell11","cond_D_cell12","cond_D_cell13","cond_D_cell14","cond_D_cell15","cond_D_cell16","cond_D_cell17","cond_D_cell18","cond_D_cell19","cond_D_cell20","cond_D_cell21","cond_D_cell22","cond_D_cell23","cond_D_cell24","cond_D_cell25","cond_D_cell26","cond_D_cell27","cond_D_cell28","cond_D_cell29","cond_D_cell30","cond_D_cell31","cond_D_cell32","cond_D_cell33","cond_D_cell34","cond_D_cell35","cond_D_cell36","cond_D_cell37","cond_D_cell38","cond_D_cell39","cond_D_cell40","cond_D_cell41","cond_D_cell42","cond_D_cell43","cond_D_cell44","cond_D_cell45","cond_D_cell46","cond_D_cell47","cond_D_cell48","cond_D_cell49","cond_D_cell50","cond_D_cell51","cond_D_cell52","cond_D_cell53","cond_D_cell54","cond_D_cell55","cond_D_cell56","cond_D_cell57","cond_D_cell58","cond_D_cell59","cond_D_cell60","cond_D_cell61","cond_D_cell62","cond_D_cell63","cond_D_cell64","cond_D_cell65","cond_D_cell66","cond_D_cell67","cond_D_cell68","cond_D_cell69","cond_D_cell70","cond_D_cell71","cond_D_cell72","cond_D_cell73","cond_D_cell74","cond_D_cell75","cond_D_cell76","cond_D_cell77","cond_D_cell78","cond_D_cell79","cond_D_cell80","cond_D_cell81","cond_D_cell82","cond_D_cell83","cond_D_cell84","cond_D_cell85","cond_D_cell86","cond_E_cell1","cond_E_cell2","cond_E_cell3","cond_E_cell4","cond_E_cell5","cond_E_cell6","cond_E_cell7","cond_E_cell8","cond_E_cell9","cond_E_cell10","cond_E_cell11","cond_E_cell12","cond_E_cell13","cond_E_cell14","cond_E_cell15","cond_E_cell16","cond_E_cell17","cond_E_cell18","cond_E_cell19","cond_E_cell20","cond_E_cell21","cond_E_cell22","cond_E_cell23","cond_E_cell24","cond_E_cell25","cond_E_cell26","cond_E_cell27","cond_E_cell28","cond_E_cell29","cond_E_cell30","cond_E_cell31","cond_E_cell32","cond_E_cell33","cond_E_cell34","cond_E_cell35","cond_E_cell36","cond_E_cell37","cond_E_cell38","cond_E_cell39","cond_E_cell40","cond_E_cell41","cond_E_cell42","cond_E_cell43","cond_E_cell44","cond_E_cell45","cond_E_cell46","cond_E_cell47","cond_E_cell48","cond_E_cell49","cond_E_cell50","cond_E_cell51","cond_E_cell52","cond_E_cell53","cond_E_cell54","cond_E_cell55","cond_E_cell56","cond_E_cell57","cond_E_cell58","cond_E_cell59","cond_E_cell60","cond_E_cell61","cond_E_cell62","cond_E_cell63","cond_E_cell64","cond_E_cell65","cond_E_cell66","cond_E_cell67","cond_E_cell68","cond_E_cell69","cond_F_cell1","cond_F_cell2","cond_F_cell3","cond_F_cell4","cond_F_cell5","cond_F_cell6","cond_F_cell7","cond_F_cell8","cond_F_cell9","cond_F_cell10","cond_F_cell11","cond_F_cell12","cond_F_cell13","cond_F_cell14","cond_F_cell15","cond_F_cell16","cond_F_cell17","cond_F_cell18","cond_F_cell19","cond_F_cell20","cond_F_cell21","cond_F_cell22","cond_F_cell23","cond_F_cell24","cond_F_cell25","cond_F_cell26","cond_F_cell27","cond_F_cell28","cond_F_cell29","cond_F_cell30","cond_F_cell31","cond_F_cell32","cond_F_cell33","cond_F_cell34","cond_F_cell35","cond_F_cell36","cond_F_cell37","cond_F_cell38","cond_F_cell39","cond_F_cell40","cond_F_cell41","cond_F_cell42","cond_F_cell43","cond_F_cell44","cond_F_cell45","cond_F_cell46","cond_F_cell47","cond_F_cell48","cond_F_cell49","cond_F_cell50","cond_F_cell51","cond_F_cell52","cond_F_cell53","cond_F_cell54","cond_F_cell55","cond_F_cell56","cond_F_cell57","cond_F_cell58","cond_F_cell59","cond_F_cell60","cond_F_cell61","cond_F_cell62","cond_F_cell63","cond_F_cell64","cond_F_cell65","cond_F_cell66","cond_F_cell67","cond_F_cell68","cond_F_cell69","cond_F_cell70","cond_F_cell71","cond_F_cell72","cond_F_cell73","cond_F_cell74","cond_F_cell75","cond_F_cell76","cond_F_cell77","cond_F_cell78","cond_F_cell79","cond_F_cell80","cond_F_cell81","cond_F_cell82","cond_F_cell83","cond_F_cell84","cond_F_cell85","cond_F_cell86","cond_F_cell87","cond_F_cell88","cond_F_cell89","cond_F_cell90","cond_F_cell91","cond_F_cell92","cond_F_cell93","cond_F_cell94"
"gene_66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,170,0,1,1,0,2,2,0,21,0,0,579,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,4,0,0,0,0,0,0,0,0,0,133,0,9,1746,0,3,0,0,0,0,0,0,690,11,0,0,34,0,11,0,0,1,3,0,0,0,0,0,0,0,1236,0,0,80,0,102,0,19,0,0,1338,4,0,0,0,0,0,0,3,0,6,0,0,0,4,4,0,0,0,0,4,57,13,0,60,0,0,0,0,35,1,0,0,0,0,4,0,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,37,0,0,0,593,0,0,0,624,0,0,0,0,0,1542,0,0,0,42677,0,4811,0,0,0,2,0,0,0,0,0,0,0,0,12,86,0,5187,0,0,0,0,47,0,0,0,0,621,1577,0,21111,0,0,0,0,0,18,0,0,2959,0,0,0,0,0,0,0,680,1,0,0,6,0,0,8,0,1,0,0,0,0,0,574,1,0,0,0,0,0,0,0,7629,0,0,46,0,4,4,4,0
"gene_67",0,0,0,145,1178,2,0,0,0,0,23,0,0,0,459,0,0,0,0,0,0,0,13,0,0,0,629,0,0,0,1,1358,634,0,973,58,89,195,6,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,58,1449,0,0,0,0,2,0,0,0,0,0,144,0,381,0,0,0,0,0,0,0,0,0,7546,0,0,0,0,0,0,0,2,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1168,0,0,6691,0,0,0,0,3,120,323,0,69,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,59,0,0,0,0,28,0,0,377,85,0,1,0,127,66,0,0,3,0,65,0,0,0,4,16,2,0,3123,30,0,38,0,0,40,0,0,0,0,0,42,0,0,0,0,0,158,0,0,0,0,271,0,2076,3,0,0,1,0,0,0,526,0,0,3,154,724,0,0,4,0,0,0,0,156,61,112,1,3,701,2251,0,0,0,3,30,78,0,288,243,0,3,62,0,0,0,0,544,19,0,0,34,68,10061,0,30,0,0,118,1324,2,0,2530,6,710,0,4890,0,32,35,22,16,307,4937,3,0,286,0,0,130,0,2,1957,56,156,1,5160,0,0,2,0,152,2726,2221,36760,5333,65,0,2689,0,110,4504,10,4424,18941,21,93,2485,126,1366,839,0,1367,18,0,0,367,205,122,157,0,470,0,1,7754,0,0,63,21884,188,428,11080,38377,0,27,83,0,27,0,58,14221,36,1092,1909,12682,1092,42763,20,2471,10405,2786,2
"gene_68",0,1629,17,0,0,6462,546,0,37,16,70,0,0,0,0,0,295,0,0,3010,0,118,7,0,0,0,1,15,2,147,0,336,0,99,48,0,89,656,0,0,0,0,2,0,0,110,0,215,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,16,0,0,0,0,0,23,0,0,15437,0,0,0,689,78,0,0,0,0,0,0,0,0,2,0,0,0,257,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,108,0,0,2,0,487,0,0,0,0,0,0,20,2166,0,0,0,559,0,0,0,0,1337,0,0,0,0,0,289,173,0,1605,0,0,0,79,0,0,0,0,0,0,24,0,157,0,22,0,0,0,6479,0,0,0,0,5,0,0,0,0,0,0,0,458,0,0,0,0,30,0,0,0,0,0,0,201,5,117,0,0,0,0,0,16,147,0,169,0,0,1005,0,0,622,122,14,0,883,0,0,0,1,0,0,0,0,0,106,1,393,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,176,0,0,0,2247,0,0,202,0,0,0,0,0,1,0,1201,1,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,129,0,0,6,0,0,0,0,2800,0,0,0,4,25,0,0,1,0,78,0,0,0,0,0,0,15,0,73,0,97,0,0,0,0,0,0,0,0,0,0,3361,0,0,0,0,0,0,0,63,0,797,8474,0,0,0,0,0,1,0,0,0,0,0,6273,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102,0,0,42,0,0,603,0,0,0,0,0,0,0,0,0,0
"gene_69",0,0,0,0,0,0,0,0,0,0,1313,0,0,0,3,1029,362,0,2,0,0,3,0,0,146,4,0,1,0,0,681,75,0,4673,0,0,0,1,0,11,0,1,68,840,110,11,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,1,0,0,4225,2,0,564,0,0,0,0,12212,5,0,0,0,7667,0,0,0,0,0,0,0,0,0,753,232,0,0,0,0,0,565,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,76,3235,0,715,30,255,0,0,46,0,176,0,0,21,6377,234,662,0,0,0,3,79,0,14,0,0,3,10,0,0,0,0,0,294,4,87,169,0,72,0,627,0,1,1,11,183,0,101,827,37,726,0,0,31,59,0,0,41,0,50,0,225,1,0,4,2106,61,0,0,0,0,2,0,119,0,18,83,8414,0,0,2597,0,0,551,38,0,138,0,0,0,4188,0,0,1,0,0,0,460,1,0,0,0,6441,0,1,0,694,3821,26,0,1,0,0,0,0,0,0,8,0,0,0,64,86,0,319,570,0,122,0,0,6,4,786,0,0,885,0,0,0,0,1,0,0,156,902,0,0,0,373,0,80,0,0,0,329,0,0,0,0,0,2,0,0,0,0,2,0,0,181,154,1191,2,99,218,0,0,4104,33,613,0,0,0,0,2551,0,140,18,0,0,2,73,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,2,0,0,14,0,1,0,1819,0,1,0,0,113,235,7,0,1,0,0,12,2,139,5,0,0,0,0,0,0,6,73,0,0,0,17,1641,0,0,0,0
"gene_70",1,0,1,113,1,0,0,71,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,0,0,0,8,1,0,0,0,0,3,0,0,0,0,8,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,107,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,25,0,0,58,0,0,0,0,0,0,1,0,0,0,605,0,0,0,0,264,0,0,0,0,0,0,0,83,0,0,0,0,788,0,0,0,608,0,0,0,423,0,0,2,5,2,0,0,0,0,0,0,0,0,3,0,0,42,0,0,0,0,1,0,0,0,0,0,0,1,0,0,212,0,0,0,155,0,0,0,122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,20022,799,51,0,0,0,38,18,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2329,11,2,21,1,0,0,0,0,0,0,0,0,0,0,0,756,184,0,60,0,0,0,0,0,0,0,12,246,10,0,0,694,0,0,60,1327,0,0
"gene_71",0,0,0,0,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,462,1828,0,0,0,0,0,59,0,0,0,19,0,0,0,0,0,0,31,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,5,5345,0,0,0,1421,498,0,0,3246,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,0,0,1,0,7998,0,0,0,0,0,0,0,1519,0,0,346,0
"gene_72",87,597,114,131,1676,4112,164,49,194,254,152,337,343,4436,2073,1217,6913,6424,1091,2,625,1219,504,399,111,1752,1471,485,10073,11,995,740,242,45,12,1583,130,132,166,3,219,12,27,939,2824,892,1109,143,76804,19042,5253,190,1942,1267,626,54045,1583,2737,5302,2955,295,0,836,222,0,11756,2063,23799,1368,5,528,3765,754,10575,32,1287,3566,1,39008,5805,69,212651,516,3,15090,125,1306,12822,55985,1946,1538,6313,1441,45596,232,204,1516,5566,2437,2,150,1883,875,661,15,6152,16166,171,468,372,133,29762,6416,85,1381,239,0,4312,0,134,9953,639,215,5828,66,3155,2902,36,388,971,1517,410,13,2365,21,112,152,2782,1477,1578,2170,531,357,1801,2701,311,725,886,378,462,4421,1175,737,2206,571,894,3027,1279,5387,648,1056,175,1840,317,225,818,8823,8138,21,5173,3293,5566,415,3252,2690,201,4990,259,35,225,4691,1252,46,719,109,2061,968,194,1037,2013,789,1176,158,9366,2848,132,45,4208,10,2528,3345,737,783,0,1780,259,102,183,981,211,1890,5480,91,401,632,173,1164,145,5,157,11,16,1,1273,196,6,747,1538,30,377,38,776,4,1346,272,0,261,546,2497,29,1,0,160,3,98,162,359,1,7,464,7,667,72,259,371,15,813,47,0,39,1900,333,1093,6,66,1063,42,2187,2320,31,92,883,61,11,102,0,29,15,128,1,120,0,68,3,128,2367,3,0,0,987,2687,2291,1084,1350,1290,170,2018,1417,343,504,2493,35,3436,7,1241,169,47,274,1650,1,0,113,27,0,53,285,1,422,311,2750,3,2361,587,1065,1,12,1,3397,28,597,2232,1667,1810,5409,945,1,779,12,58,3721,59,0,3793,12,1549,3781,333,54,3422,221,0,337,31,238,2312,428,28,777,35,77,11,893,1,1,251,4,2,20,247,346,2,62,91,3259,1078,24,41,2407,627
"gene_73",0,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,4,0,391,0,0,11,0,0,97,0,0,50,16,0,0,0,0,561,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,645,0,0,0,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,116,0,0,0,0,0,1437,0,0,6,0,0,8,0,927,0,0,0,0,0,0,0,0,777,0,0,0,0,217,1,0,248,16,0,0,5,0,626,2,0,0,20,0,14,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,37,0,12,0,1,0,0,1,0,0,0,1,5,0,2,15,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,0,7,0,0,76,0,8,0,1,0,0,0,0,0,6,0,0,0,779,0,0,19,220,0,14,2,5,0,0,0,0,5,3909,0,0,4,5,0,0,0,26,0,0,0,0,1031,20,7,0,200,0,4,1,0,2,0,0,0,2,0,0,3418,92,0,0,0,0,1,0,0,0,0,5342,1,0,0,0,0,110,0,126,0,0,0,0,0,0,0,7,143,0,1,0,0,0,4,0,41,193,0,0,1281,0,94,0,0,0,0,0,574,0,0,0,0,557,0,0,3675,0,44,0,0,0,0,0,0,4229,0,0,3,0,505,0,0,986,0,9,0,3,0,1,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,48,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1144,0,0,487,0,0,0,0,0,0
"gene_74",24,97,0,0,1689,0,0,1,2064,0,53,273,0,0,9,25,0,0,67,0,14,14,66,0,0,56,0,1,0,99,42,0,0,42,293,1,41,487,0,657,0,0,0,0,1296,1,0,990,0,0,1,599,0,14680,10,4613,168,15,38,0,0,224,0,0,0,0,0,0,1420,0,1990,470,0,0,0,9610,0,9306,0,0,50,398,0,70,12279,10,0,0,0,71,13,2429,1,0,18,0,1,1120,19,0,0,19,12,0,5,9870,0,609,21,74,0,0,39,16990,505,0,0,0,0,0,0,0,0,1939,41,0,488,0,0,0,46,75,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,60,11,1,0,0,0,339,0,0,0,1072,0,0,0,0,0,0,857,204,837,19,0,0,11,0,0,18,0,135,0,0,0,0,0,0,0,48,28,20,0,0,0,0,0,0,0,7,259,0,0,0,0,0,0,0,0,160,0,14,0,0,0,0,13,0,0,0,0,0,0,128,0,0,0,15,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,60,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"gene_75",0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,0,0,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,9,0,144,0,0,0,0,0,0,0,0,0,0,0,1,7016,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,5771,1306,8,0,0,3,0,1370,0,0,0,0,0,0,0,0,3,0,0,0,57,0,0,0,0,0,0,89,0,0,0,12893,0,1,0,1101,79,0,0,0,0,0,27,0,0,0,0,0,0,0,0,2243,0,0,0,0,0,0,0,0,0,0,1,1061,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1819,0,23,0,0,0,0,0,0,1,0,0,0,0,2454,1,0,0,13,0,0,1173,0,0,0,4476,0,0,0,0,2,1942,137,0,0,0,0,0,856,0,0,105,0,0,4,0,0,0,3,0,0,0,0,0,44,0,0,197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
"gene_76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1032,0,0,0,499,332,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,6,0,0,29,0,0,0,0,0,0,0,123,0,0,0,11,0,0,0,0,0,815,4,1064,11193,3699,4054,0,199,0,124,222,215,762,9,0,0,104,346,489,0,10,80,19,81,0,179,18,108,17,2213,1228,12847,936,729,1477,678,0,1,40,21,539,45,5418,1705,0,13,541,1813,34,2018,0,1,6,0,12,1394,1281,1399,623,0,0,1,171,373,2133,196,8,3681,1947,9,131,70,24,5,8,605,889,1759,2725,68,31,10,502,37,0,0,6696,5826,3843,73,1154,1,1012,0,833,637,252,7902,154,0,19,0,5,1532,0,3382,4090,2696,3656,0,0,26426,0,2904,0,0,110,32,2,0,10474,2852,18694,5614,276,914,0,24,2,0,2,12850,2,464,24,2853,0,0,22791,1,20485,177,0,227,1393,68,5,19,3762,2081,0,158,191,41,2221,1753,0,0,337,1,114,0,0,2,0,148,6331,2717,0,0,0,0,0,328,187,4869,211,6332,0,901,0,204,5,5,0,2,31,4373,0,0,399,0,5378,0,294,448,5,0,0,1,1342,0,0,1,0,1498,0,197,25544,0,13,0,0,0,57,403,0,1,31,312,5733,3052,613,50,0,0,91,8890,0,420,0,110,43,0,4328,16,0,0,49,3025,0,0,2346,0,294,294,0,1051,0
"gene_77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,2015,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,23,329,0,96,5734,0,2,0,3,1,0,130,516,18,6,0,1,17,110,872,2,5,0,186,991,117,1,0,0,659,1,3,0,0,3141,537,0,2684,0,1694,0,876,1921,0,0,0,29,0,780,0,0,0,71,0,1,3,36,6,1,1,0,3980,3,3,0,11297,0,0,4,0,0,0,0,2,0,0,0,297,854,0,0,0,0,0,1,339,16,0,1,0,0,0,666
"gene_78",0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,2,2,27,0,0,0,0,0,2403,0,0,0,0,0,0,0,0,5545,19,0,0,0,0,0,1,13,0,0,0,0,3,0,25,421,96,0,0,0,0,0,0,0,10,0,0,6450,0,197,0,0,4,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,115,36,0,0,0,0,0,1485,598,0,0,0,0,65,314,870,0,0,30,0,0,0,21,2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,152,0,0,0,0,0,1276,0,20,247,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,6,78,1,0,2924,0,50,0,0,0,11,0,0,0,0,60,0,0,17,204,26,12,0,0,0,0,0,85,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,446,0,0,0,2,0,0,0,0,0,0,0,0,65,0,0,73,8,0,0,0,2,0,0,0,0,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,170,0,348,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,263,0,1376,5,0,0,0,0,0,0,0,0,0,0,411,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,32,1
