"","cond_A_cell1","cond_A_cell2","cond_A_cell3","cond_A_cell4","cond_A_cell5","cond_A_cell6","cond_A_cell7","cond_A_cell8","cond_A_cell9","cond_A_cell10","cond_A_cell11","cond_A_cell12","cond_A_cell13","cond_A_cell14","cond_A_cell15","cond_A_cell16","cond_A_cell17","cond_A_cell18","cond_A_cell19","cond_A_cell20","cond_A_cell21","cond_A_cell22","cond_A_cell23","cond_A_cell24","cond_A_cell25","cond_A_cell26","cond_A_cell27","cond_A_cell28","cond_A_cell29","cond_A_cell30","cond_A_cell31","cond_A_cell32","cond_A_cell33","cond_A_cell34","cond_A_cell35","cond_A_cell36","cond_A_cell37","cond_A_cell38","cond_A_cell39","cond_A_cell40","cond_A_cell41","cond_A_cell42","cond_A_cell43","cond_A_cell44","cond_A_cell45","cond_A_cell46","cond_B_cell1","cond_B_cell2","cond_B_cell3","cond_B_cell4","cond_B_cell5","cond_B_cell6","cond_B_cell7","cond_B_cell8","cond_B_cell9","cond_B_cell10","cond_B_cell11","cond_B_cell12","cond_B_cell13","cond_B_cell14","cond_B_cell15","cond_B_cell16","cond_B_cell17","cond_B_cell18","cond_B_cell19","cond_B_cell20","cond_B_cell21","cond_B_cell22","cond_B_cell23","cond_B_cell24","cond_B_cell25","cond_B_cell26","cond_B_cell27","cond_B_cell28","cond_B_cell29","cond_B_cell30","cond_B_cell31","cond_B_cell32","cond_B_cell33","cond_B_cell34","cond_B_cell35","cond_B_cell36","cond_B_cell37","cond_B_cell38","cond_B_cell39","cond_B_cell40","cond_B_cell41","cond_B_cell42","cond_B_cell43","cond_B_cell44","cond_B_cell45","cond_B_cell46","cond_B_cell47","cond_B_cell48","cond_B_cell49","cond_B_cell50","cond_B_cell51","cond_C_cell1","cond_C_cell2","cond_C_cell3","cond_C_cell4","cond_C_cell5","cond_C_cell6","cond_C_cell7","cond_C_cell8","cond_C_cell9","cond_C_cell10","cond_C_cell11","cond_C_cell12","cond_C_cell13","cond_C_cell14","cond_C_cell15","cond_C_cell16","cond_C_cell17","cond_C_cell18","cond_C_cell19","cond_C_cell20","cond_C_cell21","cond_C_cell22","cond_C_cell23","cond_C_cell24","cond_C_cell25","cond_C_cell26","cond_C_cell27","cond_C_cell28","cond_C_cell29","cond_C_cell30","cond_C_cell31","cond_C_cell32","cond_C_cell33","cond_D_cell1","cond_D_cell2","cond_D_cell3","cond_D_cell4","cond_D_cell5","cond_D_cell6","cond_D_cell7","cond_D_cell8","cond_D_cell9","cond_D_cell10","cond_D_cell11","cond_D_cell12","cond_D_cell13","cond_D_cell14","cond_D_cell15","cond_D_cell16","cond_D_cell17","cond_D_cell18","cond_D_cell19","cond_D_cell20","cond_D_cell21","cond_D_cell22","cond_D_cell23","cond_D_cell24","cond_D_cell25","cond_D_cell26","cond_D_cell27","cond_D_cell28","cond_D_cell29","cond_D_cell30","cond_D_cell31","cond_D_cell32","cond_D_cell33","cond_D_cell34","cond_D_cell35","cond_D_cell36","cond_D_cell37","cond_D_cell38","cond_D_cell39","cond_D_cell40","cond_D_cell41","cond_D_cell42","cond_D_cell43","cond_D_cell44","cond_D_cell45","cond_D_cell46","cond_D_cell47","cond_D_cell48","cond_D_cell49","cond_D_cell50","cond_D_cell51","cond_D_cell52","cond_D_cell53","cond_D_cell54","cond_D_cell55","cond_D_cell56","cond_D_cell57","cond_D_cell58","cond_D_cell59","cond_D_cell60","cond_D_cell61","cond_D_cell62","cond_D_cell63","cond_D_cell64","cond_D_cell65","cond_D_cell66","cond_D_cell67","cond_D_cell68","cond_D_cell69","cond_D_cell70","cond_D_cell71","cond_D_cell72","cond_D_cell73","cond_D_cell74","cond_D_cell75","cond_D_cell76","cond_D_cell77","cond_D_cell78","cond_D_cell79","cond_D_cell80","cond_D_cell81","cond_D_cell82","cond_D_cell83","cond_D_cell84","cond_D_cell85","cond_D_cell86","cond_E_cell1","cond_E_cell2","cond_E_cell3","cond_E_cell4","cond_E_cell5","cond_E_cell6","cond_E_cell7","cond_E_cell8","cond_E_cell9","cond_E_cell10","cond_E_cell11","cond_E_cell12","cond_E_cell13","cond_E_cell14","cond_E_cell15","cond_E_cell16","cond_E_cell17","cond_E_cell18","cond_E_cell19","cond_E_cell20","cond_E_cell21","cond_E_cell22","cond_E_cell23","cond_E_cell24","cond_E_cell25","cond_E_cell26","cond_E_cell27","cond_E_cell28","cond_E_cell29","cond_E_cell30","cond_E_cell31","cond_E_cell32","cond_E_cell33","cond_E_cell34","cond_E_cell35","cond_E_cell36","cond_E_cell37","cond_E_cell38","cond_E_cell39","cond_E_cell40","cond_E_cell41","cond_E_cell42","cond_E_cell43","cond_E_cell44","cond_E_cell45","cond_E_cell46","cond_E_cell47","cond_E_cell48","cond_E_cell49","cond_E_cell50","cond_E_cell51","cond_E_cell52","cond_E_cell53","cond_E_cell54","cond_E_cell55","cond_E_cell56","cond_E_cell57","cond_E_cell58","cond_E_cell59","cond_E_cell60","cond_E_cell61","cond_E_cell62","cond_E_cell63","cond_E_cell64","cond_E_cell65","cond_E_cell66","cond_E_cell67","cond_E_cell68","cond_E_cell69","cond_F_cell1","cond_F_cell2","cond_F_cell3","cond_F_cell4","cond_F_cell5","cond_F_cell6","cond_F_cell7","cond_F_cell8","cond_F_cell9","cond_F_cell10","cond_F_cell11","cond_F_cell12","cond_F_cell13","cond_F_cell14","cond_F_cell15","cond_F_cell16","cond_F_cell17","cond_F_cell18","cond_F_cell19","cond_F_cell20","cond_F_cell21","cond_F_cell22","cond_F_cell23","cond_F_cell24","cond_F_cell25","cond_F_cell26","cond_F_cell27","cond_F_cell28","cond_F_cell29","cond_F_cell30","cond_F_cell31","cond_F_cell32","cond_F_cell33","cond_F_cell34","cond_F_cell35","cond_F_cell36","cond_F_cell37","cond_F_cell38","cond_F_cell39","cond_F_cell40","cond_F_cell41","cond_F_cell42","cond_F_cell43","cond_F_cell44","cond_F_cell45","cond_F_cell46","cond_F_cell47","cond_F_cell48","cond_F_cell49","cond_F_cell50","cond_F_cell51","cond_F_cell52","cond_F_cell53","cond_F_cell54","cond_F_cell55","cond_F_cell56","cond_F_cell57","cond_F_cell58","cond_F_cell59","cond_F_cell60","cond_F_cell61","cond_F_cell62","cond_F_cell63","cond_F_cell64","cond_F_cell65","cond_F_cell66","cond_F_cell67","cond_F_cell68","cond_F_cell69","cond_F_cell70","cond_F_cell71","cond_F_cell72","cond_F_cell73","cond_F_cell74","cond_F_cell75","cond_F_cell76","cond_F_cell77","cond_F_cell78","cond_F_cell79","cond_F_cell80","cond_F_cell81","cond_F_cell82","cond_F_cell83","cond_F_cell84","cond_F_cell85","cond_F_cell86","cond_F_cell87","cond_F_cell88","cond_F_cell89","cond_F_cell90","cond_F_cell91","cond_F_cell92","cond_F_cell93","cond_F_cell94"
"gene_45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,286,21,0,0,0,0,0,4353,56,0,0,0,0,0,1,0,1,3350,0,0,0,0,0,21,0,2445,0,0,2965,0,0,5,0,4,0,13445,0,0,0,0,0,0,60,0,0,0,0,0,30,0,0,9,0,1,0,1512,0,1273,158,1,50,0,1,8,0,0,0,238,0,0,1024,0,27,0,0,0,0,2642,3454,0,0,22,6,245,0,11542,0,683,0,41,0,0,0,164,0,0,3257,0,0,135,0,0,4,92,4417,0,183,2,306,794,0,773,8,0,0,232,93,309,0,9,683,0,0,0,34,163,263,1290,805,65,0,0,0,81,8701,0,0,0,0,10,0,0,1369,96,0,8913,14,833,0,0,0,0,0,0,0,0,0,1029,446
"gene_46",0,0,13,0,0,223,0,0,977,0,37,0,0,0,0,0,0,5,0,0,0,1,32,43,0,5,0,0,0,0,0,20,0,0,0,8,0,0,4,0,0,551,0,2,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,20,0,0,0,0,215,0,0,0,5,0,437,595,0,172,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,31,0,174,0,34,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,152,0,0,0,0,0,0,1772,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,709,0,0,0,0,9,47,0,0,0,0,0,0,0,0,0,2,0,23,0,0,11,0,0,0,0,0,0,605,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,542,0,0,0,4439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,1,0,0,0,0,0,119,0,0,244,0,0,9749,218,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7595,0,0,0,71,0,8,0,0,0,0,0,0,0,4,0,0,0
"gene_47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,180,0,0,0,1,0,93,0,0,0,42,0,0,0,0,0,242,0,0,0,0,0,0,0,0,968,0,0,0,110,15719,0,0,37,0,166,0,0,4480,0,0,632,372,19,0,0,0,0,5418,0,0,1,0,3785,1,0,139,1,0,0,0,0,9,0,0,0,0,13,0,1,10896,0,2571,764,0,1362,0,0,5010,0,0,0,9,0,0,58,0,0,8,0,0,0,0,0,0,0,3,0,15,25,2,1,0,0,0,1,2,7,0,0,29,14,0,12,0,270,26,0,0,0,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,95,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,41,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,21,0,0,214,0,0,0,0,4,0,5,0,3331,0,0,0,0,0,0,0,1,0,0,0,0,0,261,0,0,0,8,0,0,0,0,0,0,45,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3977,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene_48",0,19,0,0,0,548,0,61,0,0,0,257,0,4,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,354,0,0,10,0,3326,0,0,1548,0,0,2,0,0,47,17,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,20984,16397,0,0,0,0,7642,0,0,0,0,0,264,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,3,0,0,3,3,0,0,4,0,0,0,0,0,2,0,10,1,2,0,1,2,0,0,0,0,1,0,7,1094,0,16,0,81,0,19,1,23,450,14,781,21,0,4,0,2389,24,0,1,0,1546,0,0,0,0,11,0,416,0,0,6,0,309,66,2,0,0,0,0,0,0,14,95,0,0,0,17,0,0,59,0,0,0,0,0,0,0,0,0,0,242,0,0,0,6,0,0,0,0,0,0,0,0,0,6029,0,0,0,0,0,7,0,1130,0,28,0,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,298,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,449,0,6,0,0,0,26,0,1569,392,2,0,0,0,0,0,0,0,0,0,0,44,8,66,5,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,57,0,0,0,0,0,0,426,0,0,0,0,144,0,0,1,0,0,0,5,0,3807,0,0,0,0,0,1,0,7,0,1,0,0,0,981,0,275,0,0,0,0,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,3,0,0,0,0,0,0,0,161,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0
"gene_49",0,928,0,68,174,1,0,28,6,0,0,0,16,171,1532,0,4118,6,0,0,1508,0,0,0,0,1152,0,0,0,834,0,53,1,0,2961,0,25,669,152,1416,370,0,0,0,0,13,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,617,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,150,0,0,0,0,0,0,0,0,1027,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,175,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,0,0,0,0,0,0,0,0,759,0,0,0,0,0,0,0,0,0,0,42,0
"gene_50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,1,0,2,0,0,3,0,1,0,0,0,0,1,2,0,0,0,6,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,5,0,0,0,2056,0,23,0,0,2,2,9,0,1,0,427,1540,0,0,0,29,0,232,28,347,0,4213,17,0,44,1436,0,0,3,7,0,0,0,0,30,0,0,0,1414,0,1536,508,2356,1709,0,300,0,0,0,0,94,0,0,301,0,0,380,0,1058,964,179,6,3,4520,539,1823,0,56,3,0,59,269,0,0,0,598,0,0,0,0,2,0,182,1,0,237,0,0,41,0,0,0,5522,0,351,11,0,0,169,1,9949,0,0,0,3698,0,66,0,1,224,0,0,1,0,286,3840,8,0,0,12,18454,14137,8969,0,563,5786,0,17,10,5158,0,244,36,1704,2,25,0,1451,742,36,520,49,703,917,69,15,7596,0,7538,0,2482,1286,266,4620,4677,0,35,0,2412,1997,0,961,7909,32578,0,2,16885,4721,104,7,258,0,0,1620,1360,0,1342,1,5,8,1947,5,24401,4825,129,4537,20,297,7988,0,0,2922,7,1,3324,0,7,388,2614,0,0,34600,698,0,99,96,660,1107,150,0,891,761,58,319,0,0,0,2713,20668,0,1,0,349,3568,1557,399,31,0,1,3129,55,10,0,2590,456,3308,475,9514,2312,0,217,1954,26,20519,52,9419,0,40,0,1,13,1,4962,22,64,312,2,337,2744,2880,249,5963,513,0,1775,0,4876,1231,15,169,3,8358,0,191,0,753,1090
"gene_51",0,0,3,11,0,0,29,0,0,0,0,3,0,195,0,10,0,1450,0,0,0,0,0,1533,3401,0,0,106,0,0,0,0,189,349,0,0,1117,119,33,0,1350,501,1,12583,0,28,0,323,0,1,156,1452,2,34,0,0,0,0,2500,0,1,0,37,0,1,182,0,9,427,0,0,21,0,0,0,0,0,0,0,1204,0,4,1,490,0,9,165,0,86443,707,0,195,1,3211,0,0,6,0,16,0,0,17,1,0,0,3,1761,0,0,1503,0,0,0,0,0,4437,1,0,0,0,0,0,0,0,4203,0,0,0,0,0,689,0,0,0,2100,0,3555,3618,1,138,0,0,0,644,0,0,0,0,6,100,0,0,0,1444,0,47,340,0,0,423,0,0,0,1,0,1,0,2821,25,12,0,0,4,0,0,167,0,0,0,0,0,120,0,2240,0,79,277,0,642,0,22,5,0,3047,1,0,352,3,0,0,0,62,300,14,728,0,903,0,0,23,0,403,0,0,0,0,0,1,0,0,442,3,8,4620,0,0,0,0,0,504,0,0,31,0,0,0,0,0,0,236,0,7,0,0,0,0,0,0,210,0,0,0,0,468,67,0,810,0,1,0,0,0,0,5,9,0,435,0,250,7,0,0,83,70,60,0,0,0,0,0,13,0,648,8,0,0,106,0,0,149,5,3,0,51,0,0,0,0,1,0,168,0,0,1,81,21,0,1,2690,0,0,10,0,0,5,0,590,0,1,0,683,145,0,0,75,0,0,0,15,40,5406,1,0,132,63,0,0,282,6875,0,36,0,0,1515,0,0,623,0,6,4,1,0,0,0,0,0,6,0,0,0,0,141,0,0,0,10693,0,0,9,0,1449,0,37,23322,8,104,0,8,0
"gene_52",0,23,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,1759,0,6,37,0,0,20,0,0,26,0,0,0,0,27,0,0,2,0,11973,378,0,0,0,0,12,0,0,7,0,0,1,0,0,944,93,3857,0,0,0,0,28,0,0,0,0,0,15,0,0,562,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,0,1,83,0,903,0,0,10,1115,81,12,28,0,0,21,0,5,0,0,0,0,21,0,0,0,500,427,0,0,324,4366,0,0,0,6,0,897,0,180,805,709,1,0,4,0,0,0,4,1,0,0,58,171,0,10,45,4,0,0,1,146,116,7,0,0,1,107,0,176,0,208,0,141,1,2,0,0,157,162,0,54,175,0,0,2,0,0,0,2,0,0,0,0,0,0,124,0,0,0,0,0,1,1,0,0,1,0,232,0,0,90,0,1400,2,3107,0,0,70,0,0,21,0,0,0,0,11,1487,380,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,116,0,24,55,407,0,0,0,0,641,1,1241,0,0,0,0,611,0,71,0,0,0,0,0,0,0,590,0,1,1,0,0,0,16,0,0,2,0,0,30,0,0,1,0,0,1,2,0,11149,0,0,0,66,10,0,0,0,8,1689,0,71,0,0,0,363,0,0,0,0,0,1451,0,0,1,0,0,0,0,0,9,71,0,2,0,0,4135,0,429,416,12,0,294,0,0,0
"gene_53",25376,1590,1429,20674,8178,29357,20049,21734,2007,14934,7946,3919,13777,7590,24549,33481,76350,26313,10680,35945,13607,19777,1752,13775,26301,33042,3637,20404,27453,21833,21382,38400,7178,69144,8889,16732,21911,8191,32421,5079,2627,10433,7773,26326,23731,76532,0,0,0,240,4,275,0,0,14,42,15,7,8,0,0,3,493,630,0,1,0,177,0,269,2235,0,5,0,17,0,0,1,42,0,316,832,0,0,3,0,148,238,0,0,30,0,0,16,125,0,0,0,0,282,0,5,164,0,5,10869,0,643,40,0,0,0,15,1,1750,344,8,2,2,3407,986,127,5565,0,0,22,529,103,14739,49484,2987,933,26513,3968,1999,643,29386,11779,74,33252,279,71537,84,23703,11660,36644,8322,1130,83215,15858,829,5062,961,8311,13797,3050,2540,30774,26366,1109,202,2378,3609,8643,22166,25300,34382,1738,10444,117,300,334,29295,23348,34953,11877,6681,39784,16860,1789,36198,1339,607,91,540,15241,7677,32600,1026,0,3171,20393,877,8006,235,2723,946,10573,441,1379,85,17872,19767,4022,29296,22036,1313,11970,82909,25910,42147,342,12463,7770,2678,178,933,1571,5401,12062,50,4279,29882,1377,2771,2122,13824,1526,583,15193,2081,14884,603,5852,10848,1717,959,3508,9078,7655,1235,573,2092,32984,3010,13928,9668,427,2185,38214,12994,13042,2658,629,12651,5274,49,7939,33391,12253,204,3403,11908,1603,17639,12021,42,4593,7533,4376,2690,10997,9641,17375,321,4359,28921,1506,758,8719,11101,1283,10054,7408,3089,0,51,11,229,14691,150,0,0,2358,236,5,106,35531,2018,78,29,2,1393,0,1,14382,11283,152,8,2037,30620,2975,8420,11,2153,68,37,683,24,7893,19597,27556,8,19,273,1791,1705,10,5375,15315,1636,0,2863,30300,2381,10814,24,5258,252,1129,1087,731,13269,130,0,0,0,25,23115,1915,0,70,71,1188,174,0,5251,12,176,917,46,1659,3883,14077,116,842,0,1931,682,23,2503,0,6571,3315,18440,42,19300,27,3
"gene_54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,318,117,0,16,0,0,0,0,0,0,0,19,0,0,3,0,0,25,0,0,0,2285,0,0,0,0,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,8,918,0,0,0,0,0,271,6831,0,0,21,0,0,0,0,2,0,0,0,0,0,1,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3908,0,0,0,0,0,0,0,0,0,0,7466,0,0,0,0,0
"gene_55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3084,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11838,12973,354,828,0,16646,0,0,3,69,48,7469,0,0,106,602,0,0,0,279,4149,270,2423,0,92,219,2579,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,29,0,138,0,1,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene_56",91,0,0,0,0,0,0,87,10,69,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0,1,0,0,0,8,0,126,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,0,0,0,0,0,33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,142,0,0,0,0,0,0,0,0,2,1,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,3398,0,0,0,0,323,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2150,0,0,70,0,2148,0,0,0,0,0,0,0,0,0,0,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,0,0,0,0,0,0,626,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"gene_57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,0,0,0,0,0,233,3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687,0,0,159,1879,0,0,0,0,4,0,0,0,0,0,0,0,1815,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,41,0,0,0,0,0,0,0,0,16,0,15,0,0,173,0,0,224,0,0,0,2,0,0,0,546,0,0,0,6091,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1679,0,0,0,74,4715,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1304,0,1453,232,0,452,0,0,0,0,0,0,0,0,0,0,2900,0,0,0,0,0,0,0,0,0,1230,0,4,0,0,0,7295,0,0,0,1,312,0,574,36,1,7,0,5442,0,0,0,0,3992
