,True,Pred
372,2,8
373,2,8
374,2,8
375,1,0
376,1,8
377,1,8
378,3,8
379,3,8
380,2,8
381,0,7
382,1,0
383,2,8
384,2,8
385,1,8
386,2,8
387,3,8
388,2,8
389,7,8
390,1,8
391,8,7
392,1,0
393,1,0
394,1,8
395,2,8
396,1,8
397,3,8
398,1,0
399,3,8
400,2,8
401,1,8
402,3,8
403,2,8
404,2,8
405,3,8
406,1,8
407,1,0
408,2,8
409,1,8
410,1,0
411,1,0
412,1,0
413,3,8
414,1,0
415,2,8
416,1,0
417,7,8
418,1,8
419,2,8
420,1,0
421,1,0
422,2,8
423,1,0
424,1,0
425,7,8
426,1,0
427,2,8
428,1,0
429,1,0
430,1,8
431,1,0
432,2,8
433,7,8
434,3,8
435,2,8
436,3,8
437,2,8
438,4,7
439,1,0
440,4,7
441,7,8
442,1,0
443,1,0
444,1,0
445,1,0
446,2,8
447,1,0
448,1,8
449,1,8
450,1,0
451,1,8
452,2,8
453,7,8
454,1,0
455,1,0
456,1,8
457,2,8
458,3,8
459,1,0
460,1,8
461,2,8
462,1,0
463,1,0
464,1,0
465,2,8
466,1,0
467,1,0
468,1,8
469,2,8
470,8,7
471,1,8
472,3,8
473,8,7
474,3,8
475,6,8
476,1,0
477,7,8
478,2,8
479,1,8
480,3,8
481,2,8
482,1,0
483,2,8
484,2,8
485,1,0
486,2,8
487,2,8
488,1,0
489,1,0
490,1,0
491,2,8
492,2,8
493,2,8
494,2,8
495,1,0
496,1,0
497,2,8
498,1,0
499,3,2
500,1,0
501,2,8
502,1,0
503,3,2
504,2,8
505,1,0
506,2,8
507,2,0
508,1,8
509,1,0
510,3,8
511,2,8
512,1,8
513,7,8
514,2,8
515,2,8
516,1,8
517,2,8
518,1,8
519,1,0
520,2,8
521,1,0
522,7,8
523,2,8
524,2,8
525,2,8
526,2,8
527,4,7
528,1,0
529,3,8
530,1,8
531,1,0
532,2,8
533,1,0
534,2,8
535,1,8
536,0,7
537,1,0
538,3,8
539,3,8
540,7,7
541,7,8
542,1,0
543,1,0
544,3,8
545,2,8
546,1,0
547,4,7
548,2,8
549,1,0
550,1,0
551,3,8
552,7,8
553,2,8
554,1,8
555,1,0
556,1,0
557,3,8
558,1,8
559,1,0
560,1,0
561,2,8
562,1,0
563,2,8
564,3,8
565,2,8
566,7,8
567,1,0
568,1,0
569,2,8
570,7,8
571,1,0
572,1,8
573,1,8
574,2,8
575,3,8
576,3,8
577,1,0
578,2,8
579,1,0
580,1,0
581,1,0
582,1,0
583,7,8
584,2,8
585,1,0
586,1,0
587,2,8
588,7,8
589,1,0
590,2,8
591,3,8
592,1,0
593,1,0
594,3,8
595,2,8
596,1,0
597,2,8
598,2,8
599,2,8
600,1,0
601,2,8
602,1,0
603,2,8
604,1,0
605,1,0
606,1,8
607,3,8
608,7,8
609,1,0
610,7,8
611,1,0
612,1,0
613,1,0
614,1,0
615,2,8
616,2,8
617,2,8
618,5,7
619,3,8
620,2,8
621,4,7
622,3,8
623,7,7
624,1,0
625,3,8
626,2,8
627,7,8
628,2,8
629,1,0
630,1,0
631,7,8
632,7,8
633,7,8
634,2,8
635,1,0
636,2,8
637,3,8
638,7,8
639,2,8
640,2,8
641,1,0
642,1,0
643,2,8
644,1,8
645,1,0
646,2,8
647,0,7
648,0,7
649,1,0
650,1,8
651,2,8
652,3,8
653,1,0
654,1,8
655,1,0
656,2,8
657,1,0
658,1,0
659,7,8
660,7,8
661,4,8
662,3,8
663,1,8
664,1,8
665,2,8
666,2,8
667,1,8
668,6,8
669,1,0
670,1,0
671,2,8
672,2,8
673,1,0
674,7,8
675,3,8
676,3,8
677,7,8
678,1,8
679,3,8
680,1,0
681,1,0
682,1,0
683,2,8
684,2,8
685,2,8
686,1,0
687,1,8
688,7,8
689,7,8
690,3,8
691,2,8
692,2,8
693,3,8
694,1,0
695,3,8
696,1,0
697,7,8
698,1,8
699,1,8
700,2,8
701,1,0
702,1,7
703,1,0
704,1,8
705,1,0
706,1,0
707,1,0
708,2,8
709,1,8
710,1,0
711,1,0
712,8,7
713,1,0
714,7,8
715,1,0
716,3,8
717,7,8
718,2,8
719,2,8
720,1,0
721,2,7
722,3,8
723,1,8
724,1,0
725,1,0
726,1,0
727,3,2
728,4,7
729,1,0
730,1,0
731,1,0
732,2,7
733,3,8
734,1,8
735,3,8
736,3,8
737,2,8
738,4,7
739,1,0
740,1,0
741,3,8
742,2,8
743,3,8
744,3,8
745,1,0
746,3,8
747,1,0
748,2,8
749,2,8
750,4,7
751,2,8
752,2,8
753,2,8
754,0,7
755,1,8
756,4,7
757,2,8
758,1,8
759,1,8
760,1,0
761,0,7
762,3,8
763,1,0
764,0,7
765,1,8
766,1,8
767,8,7
768,2,8
769,1,0
770,1,8
771,0,7
772,0,7
773,4,7
774,2,8
775,1,8
776,4,7
777,1,8
778,1,0
779,2,8
780,1,8
781,1,8
782,1,8
783,4,7
784,4,7
785,5,7
786,2,8
787,4,7
788,1,8
789,1,8
790,3,8
791,2,8
792,1,8
793,2,8
794,1,8
795,0,7
796,1,8
797,2,8
798,1,8
799,1,0
800,3,8
801,1,0
802,0,7
803,0,7
804,1,8
805,2,8
806,1,8
807,2,8
808,3,8
809,1,0
810,8,7
811,1,8
812,0,7
813,1,8
814,2,8
815,1,8
816,5,7
817,4,7
818,8,7
819,1,8
820,1,0
821,3,2
822,1,0
823,2,8
824,1,0
825,1,0
826,4,7
827,2,8
828,1,0
829,1,8
830,0,7
831,2,8
832,2,8
833,0,7
834,1,0
835,0,7
836,1,0
837,1,8
838,1,8
839,1,8
840,1,8
841,0,7
842,1,0
843,1,8
844,1,8
845,3,8
846,1,0
847,3,8
848,1,0
849,1,0
850,1,0
851,3,8
852,0,7
853,1,8
854,8,7
855,3,8
856,2,8
857,2,8
858,2,8
859,2,8
860,1,8
861,4,7
862,1,8
863,4,7
864,3,8
865,4,7
866,1,7
867,0,7
868,0,7
869,0,7
870,2,8
871,0,7
872,2,8
873,1,8
874,2,8
875,3,2
876,1,8
877,4,7
878,0,7
879,3,8
880,0,7
881,3,8
882,2,8
883,0,7
884,2,8
885,4,7
886,8,7
887,8,7
888,0,7
889,2,8
890,1,8
891,1,8
892,1,8
893,1,8
894,2,8
895,1,0
896,2,8
897,1,8
898,1,8
899,3,8
900,1,8
901,0,7
902,8,7
903,1,0
904,4,7
905,7,8
906,1,0
907,1,8
908,3,2
909,1,8
910,4,7
911,1,0
912,1,8
913,2,8
914,1,8
915,3,8
916,4,7
917,2,8
918,1,8
919,8,7
920,8,7
921,1,0
922,1,0
923,2,8
924,1,8
925,1,7
926,2,8
927,2,8
928,7,8
929,1,0
930,4,7
931,3,8
932,1,8
933,0,7
934,1,0
935,7,8
936,3,8
937,3,8
938,1,7
939,1,8
940,1,0
941,1,0
942,1,0
943,1,0
944,2,8
945,1,0
946,1,0
947,4,7
948,1,0
949,1,0
950,1,0
951,2,8
952,1,0
953,2,8
954,8,7
955,1,8
956,1,8
957,1,0
958,1,8
959,3,8
960,1,0
961,0,7
962,1,8
963,1,0
964,1,0
965,4,7
966,1,0
967,1,0
968,2,8
969,2,8
970,2,8
971,2,8
972,2,8
973,1,7
974,1,8
975,2,8
976,8,7
977,8,7
978,1,0
979,8,7
980,3,8
981,0,7
982,1,0
983,1,0
984,2,8
985,1,8
986,3,8
987,8,7
988,1,8
989,2,8
990,8,7
991,1,8
992,1,8
993,3,8
994,3,8
995,2,8
996,2,8
997,1,0
998,4,7
999,1,0
1000,2,8
1001,3,8
1002,4,7
1003,1,0
1004,3,8
1005,1,0
1006,2,8
1007,2,8
1008,4,7
1009,0,7
1010,1,0
1011,1,8
1012,5,7
1013,2,8
1014,8,7
1015,1,8
1016,1,8
1017,4,7
1018,3,8
1019,2,8
1020,1,7
1021,3,8
1022,0,7
1023,1,0
1024,2,8
1025,1,8
1026,1,8
1027,3,8
1028,1,7
1029,1,0
1030,1,0
1031,3,8
1032,4,7
1033,3,8
1034,1,8
1035,1,0
1036,8,7
1037,4,7
1038,1,8
1039,2,8
1040,2,8
1041,8,7
1042,1,0
1043,1,0
1044,4,7
1045,1,0
1046,1,8
1047,1,0
1048,4,7
1049,1,8
1050,4,7
1051,1,7
1052,1,8
1053,2,8
1054,1,8
1055,3,8
1056,1,0
1057,1,7
1058,1,8
1059,4,7
1060,1,8
1061,8,7
1062,3,8
1063,1,8
1064,1,0
1065,1,8
1066,0,7
1067,1,8
1068,8,7
1069,4,7
1070,1,8
1071,2,8
1072,1,0
1073,1,0
1074,4,7
1075,2,8
1076,1,8
1077,1,0
1078,1,0
1079,2,8
1080,1,8
1081,8,7
1082,2,2
1083,2,8
1084,3,8
1085,0,7
1086,0,7
1087,2,8
1088,1,0
1089,1,8
1090,1,8
1091,1,0
1092,2,8
1093,2,8
1094,4,7
1095,4,7
1096,4,7
1097,1,8
1098,1,0
1099,3,2
1100,3,8
1101,1,8
1102,1,0
1103,8,7
1104,3,8
1105,3,2
1106,1,8
1107,2,8
1108,3,8
1109,1,0
1110,1,8
1111,1,8
1112,1,0
1113,1,0
1114,8,7
1115,8,7
1116,4,7
1117,2,8
1118,1,8
1119,4,7
1120,3,8
1121,0,7
1122,1,0
1123,4,7
1124,1,8
1125,8,7
1126,2,8
1127,4,7
1128,4,7
1129,1,0
1130,4,7
1131,0,7
1132,4,7
1133,1,0
1134,2,8
1135,4,7
1136,4,7
1137,1,8
1138,1,0
1139,1,0
1140,1,8
1141,2,8
1142,2,8
1143,4,7
1144,8,7
1145,4,7
1146,1,8
1147,1,0
1148,4,7
1149,1,0
1150,1,0
1151,1,0
1152,2,8
1153,2,8
1154,1,0
1155,1,8
1156,8,7
1157,1,8
1158,7,8
1159,1,0
1160,3,8
1161,4,7
1162,0,7
1163,1,0
1164,8,7
1165,4,7
1166,3,8
1167,1,0
1168,1,0
1169,3,8
1170,1,8
1171,0,7
1172,4,7
1173,8,7
1174,3,8
1175,1,8
1176,1,8
1177,1,0
1178,1,8
1179,8,7
1180,2,8
1181,4,7
1182,3,8
1183,2,8
1184,2,8
1185,1,8
1186,8,7
1187,2,8
1188,1,0
1189,1,8
1190,4,7
1191,2,8
1192,1,8
1193,8,7
1194,1,0
1195,4,7
1196,1,8
1197,8,7
1198,8,7
1199,8,7
1200,1,0
1201,1,0
1202,1,0
1203,1,0
1204,4,7
1205,3,2
1206,1,0
1207,0,7
1208,2,8
1209,1,8
1210,1,8
1211,0,7
1212,1,8
1213,1,0
1214,0,7
1215,1,0
1216,1,0
1217,2,8
1218,4,7
1219,3,8
1220,0,7
1221,1,0
1222,1,0
1223,4,7
1224,3,8
1225,2,8
1226,1,0
1227,2,8
1228,4,7
1229,3,8
1230,2,8
1231,3,8
1232,2,8
1233,4,7
1234,1,0
1235,1,0
1236,4,7
1237,1,0
1238,1,8
1239,1,0
1240,2,8
1241,4,7
1242,1,8
1243,1,0
1244,1,0
1245,1,0
1246,1,0
1247,1,8
1248,2,8
1249,4,7
1250,4,7
1251,2,8
1252,0,7
1253,1,0
1254,1,8
1255,2,8
1256,8,7
1257,1,0
1258,4,7
1259,1,0
1260,1,8
1261,1,0
1262,1,0
1263,7,8
1264,1,8
1265,3,8
1266,8,7
1267,2,8
1268,0,7
1269,1,0
1270,0,7
1271,1,8
1272,3,8
1273,1,0
1274,4,7
1275,1,8
1276,4,7
1277,1,8
1278,1,8
1279,0,7
1280,2,8
1281,2,8
1282,3,8
1283,0,7
1284,1,8
1285,1,8
1286,0,7
1287,3,8
1288,2,8
1289,8,7
1290,3,8
1291,3,8
1292,8,7
1293,4,7
1294,1,8
1295,8,7
1296,0,7
1297,2,8
1298,1,8
1299,1,0
1300,1,8
1301,1,8
1302,2,8
1303,1,0
1304,4,7
1305,1,8
1306,2,8
1307,1,8
1308,1,8
1309,4,7
1310,1,8
1311,3,8
1312,2,8
1313,3,8
1314,2,8
1315,1,8
1316,1,0
1317,1,0
1318,1,8
1319,2,8
1320,2,8
1321,1,8
1322,1,8
1323,1,0
1324,1,8
1325,1,8
1326,3,8
1327,2,8
1328,1,0
1329,8,7
1330,1,8
1331,4,7
1332,1,0
1333,2,8
1334,1,8
1335,1,8
1336,2,8
1337,1,8
1338,2,8
1339,8,7
1340,2,8
1341,4,7
1342,4,7
1343,4,7
1344,8,7
1345,1,8
1346,4,7
1347,3,8
1348,1,8
1349,5,7
1350,0,7
1351,1,8
1352,1,0
1353,2,8
1354,1,0
1355,1,8
1356,1,0
1357,2,8
1358,1,0
1359,2,8
1360,8,7
1361,2,7
1362,2,8
1363,8,7
1364,1,0
1365,1,0
1366,1,8
1367,4,8
1368,2,7
1369,1,8
1370,8,7
1371,1,0
1372,2,8
1373,1,8
1374,4,7
1375,3,8
1376,1,0
1377,3,8
1378,0,7
1379,5,7
1380,2,8
1381,0,7
1382,0,7
1383,4,7
1384,1,8
1385,4,7
1386,3,8
1387,1,0
1388,1,8
1389,2,8
1390,2,8
1391,1,0
1392,1,0
1393,2,8
1394,1,8
1395,8,7
1396,2,8
1397,1,0
1398,1,8
1399,1,8
1400,3,8
1401,8,7
1402,2,8
1403,2,8
1404,8,7
1405,2,8
1406,0,7
1407,1,8
1408,0,7
1409,3,2
1410,1,8
1411,2,8
1412,0,7
1413,1,0
1414,1,8
1415,1,8
1416,2,8
1417,2,8
1418,1,8
1419,1,8
1420,1,0
1421,1,8
1422,1,8
1423,4,7
1424,2,8
1425,0,7
1426,4,7
1427,1,8
1428,0,7
1429,2,8
1430,3,8
1431,5,7
1432,3,8
1433,1,8
1434,3,8
1435,1,8
1436,8,7
1437,1,8
1438,4,7
1439,8,7
1440,2,8
1441,2,8
1442,2,7
1443,4,7
1444,2,8
1445,3,8
1446,4,7
1447,1,8
1448,0,7
1449,1,8
1450,2,8
1451,0,7
1452,0,7
1453,8,7
1454,1,8
1455,0,7
1456,2,8
1457,0,7
1458,2,8
1459,2,8
1460,1,8
1461,1,8
1462,3,8
1463,2,8
1464,1,0
1465,8,7
1466,2,8
1467,4,8
1468,1,8
1469,1,0
1470,5,7
1471,1,8
1472,1,8
1473,0,7
1474,0,7
1475,1,8
1476,2,8
1477,0,7
1478,1,8
1479,0,7
1480,4,7
1481,0,7
1482,1,8
1483,2,8
1484,2,8
1485,4,7
1486,2,8
1487,0,7
1488,1,8
1489,3,8
1490,1,8
1491,1,8
1492,4,7
1493,2,8
1494,1,8
1495,7,8
1496,1,8
1497,1,8
1498,2,8
1499,1,8
1500,0,7
1501,0,7
1502,4,7
1503,2,8
1504,2,8
1505,1,8
1506,4,7
1507,4,7
1508,1,8
1509,7,8
1510,1,8
1511,2,8
1512,7,8
1513,4,7
1514,4,7
1515,4,7
1516,1,8
1517,2,8
1518,1,8
1519,0,7
1520,1,8
1521,0,7
1522,4,7
1523,1,8
1524,1,8
1525,4,7
1526,2,8
1527,4,7
1528,1,8
1529,3,8
1530,1,0
1531,1,8
1532,0,7
1533,4,7
1534,0,7
1535,8,7
1536,1,8
1537,4,7
1538,4,7
1539,1,0
1540,2,8
1541,8,7
1542,0,7
1543,2,8
1544,2,8
1545,3,8
1546,2,8
1547,0,7
1548,1,8
1549,1,8
1550,1,8
1551,2,8
1552,4,7
1553,3,8
1554,4,7
1555,0,7
1556,1,0
1557,4,7
1558,4,7
1559,4,7
1560,2,8
1561,1,8
1562,1,8
1563,2,8
1564,2,8
1565,2,8
1566,2,8
1567,3,8
1568,1,0
1569,2,8
1570,0,7
1571,4,7
1572,7,8
1573,1,8
1574,1,8
1575,2,8
1576,4,7
1577,0,7
1578,7,8
1579,0,7
1580,8,7
1581,1,0
1582,1,8
1583,2,8
1584,2,8
1585,1,0
1586,4,7
1587,0,7
1588,1,0
1589,3,8
1590,2,8
1591,2,8
1592,4,7
1593,1,8
1594,0,7
1595,4,7
1596,4,7
1597,4,7
1598,3,2
1599,8,7
1600,1,0
1601,1,8
1602,0,7
1603,4,7
1604,8,7
1605,0,7
1606,4,7
1607,1,0
1608,1,8
1609,8,7
1610,2,8
1611,1,8
1612,4,7
1613,0,7
1614,2,8
1615,4,7
1616,1,8
1617,0,7
1618,8,7
1619,3,8
1620,2,8
1621,1,8
1622,1,8
1623,1,8
1624,4,7
1625,2,8
1626,0,7
1627,1,8
1628,4,7
1629,0,7
1630,1,8
1631,1,8
1632,1,0
1633,1,0
1634,7,8
1635,2,8
1636,1,0
1637,2,8
1638,1,8
1639,0,7
1640,4,7
1641,1,8
1642,1,8
1643,2,8
1644,0,7
1645,3,8
1646,3,2
1647,2,8
1648,1,8
1649,1,8
1650,4,7
1651,0,7
1652,1,8
1653,2,8
1654,1,8
1655,0,7
1656,2,8
1657,1,8
1658,7,8
1659,1,8
1660,8,7
1661,0,7
1662,7,8
1663,3,8
1664,0,7
1665,0,7
1666,4,7
1667,2,8
1668,3,2
1669,2,8
1670,0,7
1671,1,0
1672,5,7
1673,7,8
1674,0,7
1675,2,8
1676,1,8
1677,7,8
1678,0,7
1679,1,8
1680,4,8
1681,4,7
1682,4,7
1683,2,8
1684,1,8
1685,1,8
1686,0,7
1687,2,8
1688,3,8
1689,0,7
1690,1,8
1691,1,8
1692,2,8
1693,1,8
1694,1,8
1695,2,8
1696,1,8
1697,0,7
1698,0,7
1699,7,8
1700,8,7
1701,2,8
1702,1,8
1703,2,8
1704,3,8
1705,1,8
1706,2,8
1707,1,8
1708,1,8
1709,1,8
1710,2,8
1711,1,8
1712,1,8
1713,3,8
1714,1,8
1715,1,0
1716,1,8
1717,1,8
1718,4,7
1719,2,8
1720,4,7
1721,0,7
1722,7,8
1723,4,7
1724,2,8
1725,7,8
1726,7,8
1727,0,7
1728,1,8
1729,0,7
1730,2,8
1731,2,8
1732,3,2
1733,1,8
1734,0,7
1735,2,8
1736,1,8
1737,1,8
1738,2,8
1739,1,8
1740,1,8
1741,1,8
1742,0,7
1743,4,7
1744,4,7
1745,2,8
1746,1,0
1747,1,8
1748,3,2
1749,1,8
1750,3,8
1751,2,8
1752,2,8
1753,2,8
1754,2,8
1755,8,7
1756,4,7
1757,4,7
1758,1,0
1759,0,7
1760,4,7
1761,0,7
1762,4,7
1763,3,8
1764,2,8
1765,4,7
1766,4,7
1767,3,2
1768,7,7
1769,3,8
1770,1,8
1771,1,8
1772,2,8
1773,2,8
1774,1,8
1775,2,8
1776,1,0
1777,1,0
1778,0,7
1779,4,7
1780,0,7
1781,2,8
1782,0,7
1783,2,8
1784,0,7
1785,1,8
1786,1,8
1787,1,8
1788,4,7
1789,4,7
1790,2,8
1791,0,7
1792,1,0
1793,3,8
1794,4,7
1795,1,8
1796,1,8
1797,1,8
1798,2,8
1799,3,2
1800,1,8
1801,1,8
1802,2,8
1803,2,8
1804,2,8
1805,2,8
1806,2,8
1807,2,8
1808,1,8
1809,0,7
1810,1,8
1811,1,8
1812,4,7
1813,2,8
1814,0,7
1815,0,7
1816,4,7
1817,3,8
1818,1,0
1819,0,7
1820,3,8
1821,4,7
1822,0,7
1823,1,8
1824,2,8
1825,1,8
1826,4,7
1827,2,8
1828,1,8
1829,1,0
1830,3,8
1831,1,0
1832,0,7
1833,1,0
1834,1,0
1835,0,7
1836,2,8
1837,1,8
1838,1,0
1839,4,7
1840,4,7
1841,1,8
1842,1,8
1843,1,8
1844,0,7
1845,0,7
1846,3,2
1847,4,8
1848,4,7
1849,2,8
1850,0,7
1851,1,0
1852,8,7
1853,8,7
1854,0,7
1855,1,8
1856,2,8
1857,4,7
1858,8,7
1859,8,7
1860,3,8
1861,2,8
1862,1,8
1863,1,8
1864,1,8
1865,0,7
1866,2,8
1867,1,0
1868,4,7
1869,0,7
1870,1,8
1871,2,8
1872,8,7
1873,1,8
1874,0,7
1875,3,2
1876,0,7
1877,2,8
1878,2,8
1879,1,8
1880,2,8
1881,1,8
1882,2,8
1883,0,7
1884,2,8
1885,4,7
1886,0,7
1887,6,8
1888,4,7
1889,4,7
1890,0,7
1891,1,8
1892,2,8
1893,7,8
1894,0,7
1895,4,7
1896,1,8
1897,1,8
1898,4,7
1899,3,8
1900,0,7
1901,4,7
1902,0,7
1903,4,7
1904,2,8
1905,0,7
1906,4,7
1907,1,8
1908,3,8
1909,2,8
1910,1,8
1911,2,8
1912,7,8
1913,4,7
1914,4,7
1915,0,7
1916,0,7
1917,1,8
1918,1,0
1919,1,8
1920,4,7
1921,2,8
1922,1,8
1923,5,7
1924,2,8
1925,0,7
1926,0,7
1927,1,8
1928,1,0
1929,2,8
1930,0,7
1931,2,8
1932,4,7
1933,0,7
1934,2,8
1935,5,7
1936,2,8
1937,4,7
1938,5,7
1939,1,8
1940,0,7
1941,2,8
1942,1,0
1943,4,7
1944,2,8
1945,0,7
1946,4,7
1947,1,0
1948,8,7
1949,2,8
1950,0,7
1951,2,8
1952,1,0
1953,1,0
1954,0,7
1955,1,8
1956,1,0
1957,2,8
1958,4,7
1959,1,8
1960,2,8
1961,2,7
1962,0,7
1963,1,0
1964,7,8
1965,4,7
1966,1,0
1967,4,7
1968,1,0
1969,1,8
1970,2,7
1971,0,7
1972,2,8
1973,4,7
1974,1,8
1975,4,7
1976,1,8
1977,4,7
1978,2,8
1979,1,0
1980,5,7
1981,1,8
1982,2,8
1983,1,0
1984,1,8
1985,1,8
1986,0,7
1987,2,8
1988,5,7
1989,2,8
1990,1,0
1991,4,8
1992,1,0
1993,2,8
1994,2,8
1995,2,8
1996,8,7
1997,1,0
1998,1,8
1999,1,8
2000,2,8
2001,1,8
2002,2,8
2003,4,7
2004,4,7
2005,2,7
2006,2,8
2007,1,0
2008,2,8
2009,1,8
2010,1,8
2011,0,7
2012,1,0
2013,1,8
2014,3,8
2015,2,8
2016,1,8
2017,2,8
2018,0,7
2019,1,8
2020,2,8
2021,4,7
2022,2,8
2023,1,8
2024,2,8
2025,0,7
2026,2,8
2027,1,0
2028,1,0
2029,3,8
2030,2,8
2031,2,8
2032,2,8
2033,4,7
2034,0,7
2035,2,8
2036,7,8
2037,1,0
2038,2,8
2039,3,8
2040,7,8
2041,0,7
2042,1,8
2043,2,8
2044,1,8
2045,7,8
2046,3,8
2047,8,7
2048,4,7
2049,1,8
2050,4,7
2051,2,8
2052,4,7
2053,1,8
2054,2,8
2055,7,8
2056,0,7
2057,3,8
2058,2,8
2059,2,8
2060,4,7
2061,2,8
2062,1,0
2063,3,8
2064,7,8
2065,4,7
2066,1,8
2067,5,7
2068,0,7
2069,0,7
2070,2,8
2071,3,8
2072,2,8
2073,1,0
2074,4,7
2075,1,8
2076,5,7
2077,2,8
2078,2,8
2079,1,8
2080,2,8
2081,1,8
2082,0,7
2083,8,7
2084,1,8
2085,4,7
2086,1,0
2087,2,8
2088,1,8
2089,1,0
2090,0,7
2091,2,8
2092,1,8
2093,3,8
2094,7,8
2095,3,8
2096,0,7
2097,7,8
2098,3,8
2099,2,8
2100,2,8
2101,4,7
2102,3,8
2103,4,7
2104,2,8
2105,2,8
2106,4,7
2107,0,7
2108,1,8
2109,2,8
2110,2,8
2111,4,7
2112,1,8
2113,7,8
2114,2,8
2115,0,7
2116,1,8
2117,4,7
2118,0,7
2119,8,7
2120,1,8
2121,4,7
